sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:extra_codes,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
LABO_00000972,SARS-CoV-2 antigen - 00000972,2481,,SARSCOV2_ANTIGEN,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001624,iso-electrical focusing - AZ001624,2468,,LV_FOC,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001247,MAAG/DARM - 00001247,2457,,M_MAAG/DARM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001742,MELD score - AZ001742,2445,,MELD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002757,None - Kruidenmengsel 3 IgE (serum) - in eenheden/volume [kU/L] - Kruidenmengsel (w6 - w9 - w10 - w12 - w20) (wx3) - AZ002757,2444,,None,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001628,lactaat - AZ001628,2444,,LV_LACT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001461,Staal - 00001461,2441,,MVAR_CMD_MONSTER,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000591,CD43 - AZ000591,2420,,CD43_LB,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000332,mergbasofilie - AZ000332,2408,,BM_BASO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000665,chromogranine - AZ000665,2400,,CHROMOGRAN,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002700,Varicella zoster virus Ab.IgM - Varicella zoster virus IgM (serum) - Varicella Zoster IgM - AZ002700,2399,,8048-1,1.00,APPROVED,EQUAL,etl,1660028797633,3005245,Varicella zoster virus IgM Ab [Units/volume] in Serum,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_AZ002187,kleur - AZ002187,2392,,sp_KLEUR,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002213,factor VIII - AZ002213,2365,,St_FAC8,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00619,inzameltijd urine - CNV00619,2358,,PRS_0938,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00625,urinevolume - CNV00625,2357,,PRS_0944,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000064,uitgevoerd door - AZ000064,2350,,ADERLATING_VPK,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000062,start aderlating - AZ000062,2350,,ADERLATING_start,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000059,evaluatie - AZ000059,2350,,ADERLATING_evaluatie,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000058,einde aderlating - AZ000058,2350,,ADERLATING_einde,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000342,Type dysplasie - AZ000342,2350,,BM_ERYTHRO_DYSPLASIE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000063,afgenomen volume - AZ000063,2349,,ADERLATING_volume,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000055,kant afname - AZ000055,2349,,ADERLATING_afnameKant,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000057,bloeddruk voor - AZ000057,2349,,ADERLATING_BDvoor,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000061,polsslag voor - AZ000061,2348,,ADERLATING_POLSvoor,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000056,bloeddruk na - AZ000056,2348,,ADERLATING_BDna,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000060,polsslag na - AZ000060,2347,,ADERLATING_POLSna,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001240,FMC7 - AZ001240,2341,,FMC7_LB,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002763,Yersinia antistoffen - AZ002763,2340,,58423A.B - YERS,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000311,Hepatitis E IgM - 00000311,2330,,HEP_E_IGM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000858,Chlamydia psittaci IgG - AZ000858,2312,,58435N.B - CPsiG,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000678,chromosomencultuur op beenmerg - 00000678,2292,,CHROMG_BM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000310,Hepatitis E IgG - 00000310,2287,,HEP_E_IGG,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002408,BCR-ABL b2/b3a2 - AZ002408,2280,,transloc_9_22_CML_FU,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000181,lymfocyt - AZ000181,2257,,ASC_LYMFO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000179,eosino - AZ000179,2254,,ASC_EO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000177,basofiel - AZ000177,2250,,ASC_BASO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001764,methotrexaat - AZ001764,2243,,57921A.B - METHO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000363,Type dysplasie - AZ000363,2238,,BM_MEGAKARYO_DYSPLASIE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002758,Kruidenmengsel (w1 - w6 - w7 - w8 - w12) (wx5) - AZ002758,2231,,wx5,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001526,JAK2 V617F mutatie - AZ001526,2227,,JAK2_V617F_mutatie,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002220,Protein S actual/Normal - Proteïne S (plaatjesarm plasma) - in % - stollingsmethode - prote•ne S (vrije fractie) - AZ002220,2223,,27822-6,1.00,APPROVED,EQUAL,etl,1660028797633,3036669,Protein S actual/normal in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_AZ003087,Aant spermatozoiden (Sptel) - AZ003087,2219,,T_A_10766,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000538,CD200 - AZ000538,2213,,CD200_LB,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000753,Microscopie opm : - 00000753,2204,,KOMMU7,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002298,urinezuur - AZ002298,2182,,SV_UZ,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000682,mm² weefsel: - 00000682,2160,,PC_OPPERVLAK,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000859,Chlamydia psittaci IgM - AZ000859,2154,,58435M.B - CPsiM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002219,Protein C actual/Normal - Proteïne C (plaatjesarm plasma) - in % - stollingsmethode - proteïne C - AZ002219,2149,,27819-2,1.00,APPROVED,EQUAL,etl,1660028797633,3020287,Protein C actual/normal in Platelet poor plasma by Coagulation assay,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_00000683,% tumorcellen (aantal tumorkernen/totaal aantal kernen): - 00000683,2147,,PC_TUMORPERCENTAGE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003404,Campylobacter sneltest (Campyl) - AZ003404,2126,,T_A_14031,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000250,B cel zware keten - AZ000250,2124,,BCHC_Bcelclon,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000112,TP53 (NM_000546.6) - 00000112,2118,,P28_TP53,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001503,insuline (+00:00) - AZ001503,2096,,insuline (+00:00),0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002531,glucose - AZ002531,2091,,57387B.U - U24D_GL,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001701,Besluit T-spot.TB (IGRA test) - AZ001701,2077,,M_T-SPOT.TB_besluit,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000206,albumine - AZ000206,2071,,AV_ALB,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000227,lymfocyt - AZ000227,2064,,BAL_LYMFO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000225,eosino - AZ000225,2062,,BAL_EO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001456,anti-Hbs voor booster - AZ001456,2051,,IDEWE_HBsAs_VOORBOOSTER,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002194,opmerkingen - AZ002194,2048,,sp_OPM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001300,gliadine IgG antilichamen - AZ001300,2035,,50430A.B - GLIAD_IGG,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001292,Gentamicin^trough - Gentamicine (serum/plasma) - dal [mg/L] - gentamycine (dal) - AZ001292,2021,,3665-7,1.00,APPROVED,EQUAL,etl,1660028797633,3016254,Gentamicin [Mass/volume] in Serum or Plasma --trough,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_00001059,SARS-CoV-2 501Y - 00001059,2018,,SARSCOV2_NP_501Y_BESLUIT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_BE002861,Anti-Xa (LMWH/UFH) - BE002861,2014,,T_A_11635,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001550,koude agglutinines - AZ001550,2010,,58241A.B - KA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001005,anti endomysium - AZ001005,2009,,63068S.B - EMA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001612,Lp(a) (nmol/L) - AZ001612,2003,,27050A.B - Lpa_U,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001566,Kruisproef vijf - AZ001566,2002,,KP5,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003012,Cholinesterasen (Choli) - AZ003012,1996,,T_A_10439,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_BE000894,Herpes simplex virus 1+2 Ab.IgM - Herpes simplex 1 & 2 IgM (serum) - in eenheden/volume - Herpes simplex IgM - BE000894,1993,,43030-6,1.00,APPROVED,EQUAL,etl,1660028797633,3037929,Herpes simplex virus 1+2 IgM Ab [Units/volume] in Serum,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_00000496,mSINGS score - 00000496,1993,,P28_MSINGS_SCORE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000231,erythrocyten - AZ000231,1973,,BAL_RBC,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000232,segment - AZ000232,1956,,BAL_SEG,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002292,monocyt-macrofaag - AZ002292,1945,,SV_MONO_MACRO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000229,monocyt - AZ000229,1934,,BAL_MONO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003039,C3c - AZ003039,1926,,T_A_10537,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000223,basofiel - AZ000223,1924,,BAL_BASO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CS001506,Neuron spec.enolase(diag) - CS001506,1915,,T_A_10996,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_BE002881,Glucose (sv) - BE002881,1908,,SV_GL,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00377,Mycoplasma pneumoniae IgG - CNV00377,1906,,PRS_0673,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_GT75(02),glucosetolerantie 75g (+02:00) - GT75(02),1905,,glucosetolerantie 75g (+02:00),0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00378,Mycoplasma pneumoniae IgM/A - CNV00378,1905,,PRS_0674,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003040,C4 - AZ003040,1905,,T_A_10538,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_GT75(00),glucosetolerantie 75g (+00:00) - GT75(00),1905,,glucosetolerantie 75g (+00:00),0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_GT75(01),glucosetolerantie 75g (+01:00) - GT75(01),1899,,glucosetolerantie 75g (+01:00),0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000003,17-Hydroxyprogesteron - AZ000003,1880,,44907A.B - 17OHP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000636,MSI besluit - 00000636,1879,,P28_MSI_BESLUIT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000211,LDH - AZ000211,1873,,AV_LDH,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CS003671,ANCA - CS003671,1864,,T_A_10548,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001033,anti-PM-Scl100 - 00001033,1856,,PM-SCL100_ENA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001030,anti-dsDNA - 00001030,1856,,ADNA_ENA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001031,anti-Ro52/TRIM21 - 00001031,1856,,SSA52_ENA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001034,anti-Jo-1 - 00001034,1856,,JO1_ENA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001032,anti-Scl-70 - 00001032,1856,,SCL70_ENA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002713,Retinol - Vitamine A (serum/plasma) - Vitamine A - AZ002713,1854,,2923-1,1.00,APPROVED,EQUAL,etl,1660028797633,3022338,Retinol [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_AZ002030,staal prikaccident - AZ002030,1840,,PRIK,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000085,aldosteron - AZ000085,1821,,44917A.B - ALDOSTERON_SER,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002746,leucocytose voorlopig ! - AZ002746,1821,,WBC_SAT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001693,Gist/schimmelkleuring - AZ001693,1815,,17180P.. - M_RRMIC,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000629,Gastro-intestinaal panel - 00000629,1810,,P71_BESLUIT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002155,Sirolimus - AZ002155,1798,,SIROLIMUS,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003181,Mycoplasma pn.IgM (MycplM) - AZ003181,1788,,T_A_11830,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000801,Bestraald - AZ000801,1786,,CL_TB_ALG_RAD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001680,C. difficile GDH - AZ001680,1785,,M_GDH,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000797,Erythrocytenconcentraat - AZ000797,1781,,CL_TB_ALG_EC,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001334,Nr 2 (Hollister-Stier) (h2) - AZ001334,1775,,h2,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_BE002880,Glucose (av) - BE002880,1773,,AV_GL,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000300,Chlamydia trachomatis - 00000300,1772,,P72_CHLAMTRACH_FTD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000795,Bloedverwarmer - AZ000795,1768,,CL_TB_ALG_BVW,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000794,Bloedplaatjesconcentraat - AZ000794,1767,,CL_TB_ALG_BP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000798,Vers ingevroren plasma - AZ000798,1760,,CL_TB_ALG_FFP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000302,Mycoplasma genitalium - 00000302,1753,,P72_MYCOPLASMAGEN_FTD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000301,Neisseria gonorrhoeae - 00000301,1752,,P72_NEISSGON_FTD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000303,Trichomonas vaginalis - 00000303,1752,,P72_TRICHOVAGI_FTD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001299,Gliadine IgA antilichamen - AZ001299,1747,,50440A.B - GLIAD_IGA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002772,NaCl conductiviteit - AZ002772,1745,,ZW_CON,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002087,renine - AZ002087,1745,,RENINE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000455,CMV DNA PCR (Plasma) - 00000455,1742,,CMV DNA BEPALING DMV PCR (PLASMA),0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000182,mesotheelcellen - AZ000182,1734,,ASC_MESOTHC,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000185,monocyt-macrofaag - AZ000185,1734,,ASC_MONO_MACRO,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001463,Ig genherschikking - AZ001463,1732,,Ig_chron_FU,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000326,bloedingstijd - AZ000326,1726,,BLOEDTIJD,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000108,BRAF (NM_004333.6) - 00000108,1725,,P28_BRAF,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002054,amylase - AZ002054,1724,,PV_AMY,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002752,Brucella antistoffen - AZ002752,1704,,58403A.B - Wright,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002297,totaal eiwit - AZ002297,1698,,SV_TE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000373,Type dysplasie - AZ000373,1663,,BM_MYELO_DYSPLASIE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000459,Calcitonin - Calcitonine (serum/plasma) - calcitonine - AZ000459,1658,,1992-7,1.00,APPROVED,EQUAL,etl,1660028797633,3010989,Calcitonin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_AZ000802,Gewassen - AZ000802,1657,,CL_TB_ALG_WAS,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
