sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:AdditionalInformation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AWELL_worrying_finullcial_practical_aspects_true,true,586,,'Maakt u zich zorgen over de financiële en/of praktische zaken (zoals kost van behandeling en opnames,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_sad_or_unhappy_impact_Zeer_veel,Zeer veel,7,,In welke maten hebben VERDRIETIGE OF ONGELUKKIGE GEVOELENS uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_vomiting_severity_Een_beetje,Een beetje,94,,Hoe ERG was uw BRAKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571701085,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571697038,
AWELL_has_skin_rash_false,false,1280,,Hebt u enige vorm van HUIDUITSLAG gehad in de afgelopen 7 dagen?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_anxious_freq_Soms,Soms,401,,Hoe VAAK bent u ANGSTIG geweest in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_worrying_partner_family_false,false,2962,,Maakt u zich zorgen over uw partner en/of familie?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_coughing_impact_Redelijk_wat,Redelijk wat,52,,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_pain_severity_Een_beetje,Een beetje,543,,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571701085,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571697038,
AWELL_vomiting_severity_Erg,Erg,13,,Hoe ERG was uw BRAKEN op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_anxious_freq_Vaak,Vaak,76,,Hoe VAAK bent u ANGSTIG geweest in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_vomiting_freq_Bijna_voortdurend,Bijna voortdurend,6,,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,0.17,APPROVED,EQUAL,Louise,1637571655351,45881126,Almost constantly,Meas Value,MAPS_TO,,Louise,1637571651095,
AWELL_has_skin_rash_true,true,210,,Hebt u enige vorm van HUIDUITSLAG gehad in de afgelopen 7 dagen?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_sad_or_unhappy_severity_Een_beetje,Een beetje,640,,Hoe ERG waren uw VERDRIETIGE OF ONGELUKKIGE GEVOELENS op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571701085,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571697038,
AWELL_coughing_impact_Zeer_veel,Zeer veel,4,,In welke mate heeft HOESTEN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_pain_severity_Erg,Erg,105,,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_worrying_partner_family_true,true,1097,,Maakt u zich zorgen over uw partner en/of familie?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_vomiting_freq_Nooit,Nooit,3758,,Hoe VAAK hebt u GEBRAAKT in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_wants_contact_palliative_nurse_false,false,56,,De palliatief verpleegkundige kan u helpen met uw vragen hierover. Wenst u bij uw volgende afspraak een gesprek met de palliatief verpleegkundigen?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_dyspnea_severity_Een_beetje,Een beetje,1606,,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571701085,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571697038,
AWELL_fatigue_severity_Een_beetje,Een beetje,1438,,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571701085,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571697038,
AWELL_mouth_ulceration_impact_Een_beetje,Een beetje,104,,In welke mate hebben de ZWEERTJES IN UW MOND OF KEEL (AFTEN) uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571729509,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571728405,
AWELL_coughing_severity_Een_beetje,Een beetje,1572,,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571708350,45883535,Mild,Meas Value,MAPS_TO,,Louise,1637571707574,
AWELL_pain_severity_Heel_erg,Heel erg,40,,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_dyspnea_severity_Erg,Erg,358,,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_mouth_ulceration_impact_Enigzins,Enigzins,29,,In welke mate hebben de ZWEERTJES IN UW MOND OF KEEL (AFTEN) uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_pain_impact_Een_beetje,Een beetje,447,,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571749093,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571744196,
AWELL_fatigue_severity_Erg,Erg,593,,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_wants_contact_palliative_nurse_true,true,61,,De palliatief verpleegkundige kan u helpen met uw vragen hierover. Wenst u bij uw volgende afspraak een gesprek met de palliatief verpleegkundigen?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_fatigue_impact_Een_beetje,Een beetje,286,,In welke mate heeft uw VERMOEIDHEID OF GEBREK AAN ENERGIE uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.23,APPROVED,EQUAL,Louise,1637571749093,45881667,A little bit,Meas Value,MAPS_TO,,Louise,1637571744196,
AWELL_coughing_severity_Erg,Erg,149,,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.55,APPROVED,EQUAL,Louise,1637571780004,45883536,Severe,Meas Value,MAPS_TO,,Louise,1637571775820,
AWELL_pain_severity_Helemaal_niet,Helemaal niet,123,,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571856994,45878582,None,Meas Value,MAPS_TO,,Louise,1637571855786,
AWELL_pain_impact_Enigzins,Enigzins,193,,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_fatigue_impact_Enigzins,Enigzins,155,,In welke mate heeft uw VERMOEIDHEID OF GEBREK AAN ENERGIE uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.21,APPROVED,EQUAL,Louise,1637571765876,45876385,Somewhat,Meas Value,MAPS_TO,,Louise,1637571760973,
AWELL_pain_freq_Nooit,Nooit,1771,,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637571943561,45876662,Never,Meas Value,MAPS_TO,,Louise,1637571940298,
AWELL_wants_contact_psychologist_false,false,917,,Wenst u bij uw volgende afspraak in het ziekenhuis een gesprek met de sociale dienst of de psychologe hierover?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_dyspnea_severity_Heel_erg,Heel erg,125,,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_fatigue_severity_Heel_erg,Heel erg,174,,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_pain_severity_Matig,Matig,325,,Hoe ERG was uw PIJN op het slechtste moment in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_coughing_severity_Heel_erg,Heel erg,29,,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.69,APPROVED,EQUAL,Louise,1637571808955,45883841,Very severe,Meas Value,MAPS_TO,,Louise,1637571805283,
AWELL_pain_freq_Soms,Soms,765,,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,0.65,APPROVED,EQUAL,Louise,1637571999240,45879593,Occasionally,Meas Value,MAPS_TO,,Louise,1637571995993,
AWELL_wants_contact_psychologist_true,true,159,,Wenst u bij uw volgende afspraak in het ziekenhuis een gesprek met de sociale dienst of de psychologe hierover?,1.00,APPROVED,EQUAL,Louise,1637572010776,45877994,Yes,Meas Value,MAPS_TO,,Louise,1637572007569,
AWELL_fatigue_impact_Helemaal_niet,Helemaal niet,105,,In welke mate heeft uw VERMOEIDHEID OF GEBREK AAN ENERGIE uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571885690,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571882994,
AWELL_pain_impact_Helemaal_niet,Helemaal niet,204,,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571885690,45883172,Not at all,Meas Value,MAPS_TO,,Louise,1637571882994,
AWELL_dyspnea_severity_Helemaal_niet,Helemaal niet,1118,,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571871546,45878582,None,Meas Value,MAPS_TO,,Louise,1637571867994,
AWELL_pain_freq_Vaak,Vaak,350,,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,0.32,APPROVED,EQUAL,Louise,1637572024048,45883983,Frequently,Meas Value,MAPS_TO,,Louise,1637572020895,
AWELL_fatigue_severity_Helemaal_niet,Helemaal niet,805,,Hoe ERG was uw VERMOEIDHEID OF GEBREK AAN ENERGIE op het slechtste moment in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571871546,45878582,None,Meas Value,MAPS_TO,,Louise,1637571867994,
AWELL_wants_contact_social_department_false,false,468,,Onze sociale dienst kan u helpen bij vragen over financiële en/of praktische zaken. Wenst u bij uw volgende afspraak in het ziekenhuis een gesprek met de sociale dienst?,1.00,APPROVED,EQUAL,Louise,1637571792283,45878245,No,Meas Value,MAPS_TO,,Louise,1637571789219,
AWELL_coughing_severity_Helemaal_niet,Helemaal niet,1683,,Hoe ERG was uw HOEST op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.24,APPROVED,EQUAL,Louise,1637571871546,45878582,None,Meas Value,MAPS_TO,,Louise,1637571867994,
AWELL_dyspnea_severity_Matig,Matig,858,,Hoe ERG was uw KORTADEMIGHEID op het SLECHTSTE MOMENT in de afgelopen 7 dagen?,0.49,APPROVED,EQUAL,Louise,1637571929969,45877983,Moderate,Meas Value,MAPS_TO,,Louise,1637571924873,
AWELL_pain_freq_Zelden,Zelden,1030,,Hoe VAAK hebt u PIJN gehad in de afgelopen 7 dagen?,0.34,APPROVED,EQUAL,Louise,1637572053639,45876672,Rarely,Meas Value,MAPS_TO,,Louise,1637572049439,
AWELL_fatigue_impact_Redelijk_wat,Redelijk wat,149,,In welke mate heeft uw VERMOEIDHEID OF GEBREK AAN ENERGIE uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_pain_impact_Redelijk_wat,Redelijk wat,121,,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.26,APPROVED,EQUAL,Louise,1637571982904,45884456,Quite a bit,Meas Value,MAPS_TO,,Louise,1637571965385,
AWELL_fatigue_impact_Zeer_veel,Zeer veel,55,,In welke mate heeft uw VERMOEIDHEID OF GEBREK AAN ENERGIE uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
AWELL_pain_impact_Zeer_veel,Zeer veel,39,,In welke mate heeft PIJN uw gebruikelijke of dagdagelijkse activiteiten BELEMMERD in de afgelopen 7 dagen?,0.31,APPROVED,EQUAL,Louise,1637572039288,45885256,Very much,Meas Value,MAPS_TO,,Louise,1637572035752,
