sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO_SOURCE_CONCEPT_ID,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MZG_10_D_Z30430,Encounter for insertion of intrauterine contraceptive device,0,,45595498,1.0,APPROVED,EQUAL,etl,1676560614383,4275113,Insertion of intrauterine contraceptive device,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z30431,Encounter for routine checking of intrauterine contracep dev,0,,45552072,1.0,APPROVED,EQUAL,etl,1676560614383,4203264,IUD check call,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z30432,Encounter for removal of intrauterine contraceptive device,0,,45600314,1.0,APPROVED,EQUAL,etl,1676560614383,4238715,Removal of intrauterine device,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z30433,Encntr for removal and reinsertion of uterin contracep dev,0,,45595499,1.0,APPROVED,EQUAL,etl,1676560614383,4186930,Replacement of intrauterine contraceptive device,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3046,Enctr srvlnc implantable subdermal contraceptive,0,,37202291,1.0,APPROVED,EQUAL,etl,1676560614383,45765664,Surveillance of subcutaneous contraceptive implant,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z308,Encounter for other contraceptive management,0,,35225102,1.0,APPROVED,EQUAL,etl,1676560614383,4250598,Contraception care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z310,Encounter for reversal of previous sterilization,0,,35225104,1.0,APPROVED,EQUAL,etl,1676560614383,45766060,Reversal of sterilization,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3141,Encounter for fertility testing,0,,45552073,1.0,APPROVED,EQUAL,etl,1676560614383,4227745,Infertility study,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z315,Encounter for procreative genetic counseling,0,,35225105,1.0,APPROVED,EQUAL,etl,1676560614383,4258374,Reproductive care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3169,Encounter for oth general cnsl and advice on procreation,0,,45542416,1.0,APPROVED,EQUAL,etl,1676560614383,4258374,Reproductive care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3181,Encounter for male factor infertility in female patient,0,,45542417,1.0,APPROVED,EQUAL,etl,1676560614383,4258374,Reproductive care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3182,Encounter for Rh incompatibility status,0,,45590716,1.0,APPROVED,EQUAL,etl,1676560614383,4179840,Rh blood group typing,Measurement,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3183,Encounter for assisted reprodctv fertility procedure cycle,0,,45542418,1.0,APPROVED,EQUAL,etl,1676560614383,4272937,Assisted fertilization,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3184,Encounter for fertility preservation procedure,0,,45585820,1.0,APPROVED,EQUAL,etl,1676560614383,45765615,Fertility preservation procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3189,Encounter for other procreative management,0,,45552075,1.0,APPROVED,EQUAL,etl,1676560614383,4258374,Reproductive care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z319,"Encounter for procreative management, unspecified",0,,35225106,1.0,APPROVED,EQUAL,etl,1676560614383,4258374,Reproductive care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3200,"Encounter for pregnancy test, result unknown",0,,45600318,1.0,APPROVED,EQUAL,etl,1676560614383,4250175,Pregnancy detection examination,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3201,"Encounter for pregnancy test, result positive",0,,45576146,1.0,APPROVED,EQUAL,etl,1676560614383,4250175,Pregnancy detection examination,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z323,Encounter for childcare instruction,0,,45609923,1.0,APPROVED,EQUAL,etl,1676560614383,45765454,Childbirth education,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3401,"Encntr for suprvsn of normal first preg, first trimester",0,,45609924,1.0,APPROVED,EQUAL,etl,1676560614383,4239938,First trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3401,"Encntr for suprvsn of normal first preg, first trimester",0,,45609924,1.0,APPROVED,EQUAL,etl,1676560614383,4133029,Primigravida,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3402,"Encntr for suprvsn of normal first preg, second trimester",0,,45609925,1.0,APPROVED,EQUAL,etl,1676560614383,4244438,Second trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3402,"Encntr for suprvsn of normal first preg, second trimester",0,,45609925,1.0,APPROVED,EQUAL,etl,1676560614383,4133029,Primigravida,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3403,"Encntr for suprvsn of normal first preg, third trimester",0,,45600320,1.0,APPROVED,EQUAL,etl,1676560614383,4133029,Primigravida,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3403,"Encntr for suprvsn of normal first preg, third trimester",0,,45600320,1.0,APPROVED,EQUAL,etl,1676560614383,4218813,Third trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3481,"Encounter for suprvsn of normal pregnancy, first trimester",0,,45600321,1.0,APPROVED,EQUAL,etl,1676560614383,4239938,First trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3482,"Encounter for suprvsn of normal pregnancy, second trimester",0,,45581022,1.0,APPROVED,EQUAL,etl,1676560614383,4244438,Second trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3483,"Encounter for suprvsn of normal pregnancy, third trimester",0,,45542420,1.0,APPROVED,EQUAL,etl,1676560614383,4218813,Third trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3492,"Encntr for suprvsn of normal preg, unsp, second trimester",0,,45556825,1.0,APPROVED,EQUAL,etl,1676560614383,4244438,Second trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3493,"Encntr for suprvsn of normal preg, unsp, third trimester",0,,45547304,1.0,APPROVED,EQUAL,etl,1676560614383,4218813,Third trimester pregnancy,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z3689,Encounter for other specified antenatal screening,0,,1326890,1.0,APPROVED,EQUAL,etl,1676560614383,4087235,Antenatal screening,Measurement,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z390,Encntr for care and exam of mother immediately after del,0,,35225121,1.0,APPROVED,EQUAL,etl,1676560614383,4297232,Postnatal maternal examination,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z391,Encounter for care and examination of lactating mother,0,,35225122,1.0,APPROVED,EQUAL,etl,1676560614383,4297232,Postnatal maternal examination,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4000,Encounter for prophylactic removal of unspecified organ,0,,45590722,1.0,APPROVED,EQUAL,etl,1676560614383,4241453,Preventive incision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4001,Encounter for prophylactic removal of breast,0,,45609936,1.0,APPROVED,EQUAL,etl,1676560614383,4241453,Preventive incision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4002,Encounter for prophylactic removal of ovary(s),0,,45547309,1.0,APPROVED,EQUAL,etl,1676560614383,4241453,Preventive incision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4003,Encounter for prophylactic removal of fallopian tube(s),0,,1326893,1.0,APPROVED,EQUAL,etl,1676560614383,42537746,Prophylactic surgical procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4003,Encounter for prophylactic removal of fallopian tube(s),0,,1326893,1.0,APPROVED,EQUAL,etl,1676560614383,4001541,Fallopian tube excision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4009,Encounter for prophylactic removal of other organ,0,,45566427,1.0,APPROVED,EQUAL,etl,1676560614383,4241453,Preventive incision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z408,Encounter for other prophylactic surgery,0,,35225124,1.0,APPROVED,EQUAL,etl,1676560614383,4301351,Surgical procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z408,Encounter for other prophylactic surgery,0,,35225124,1.0,APPROVED,EQUAL,etl,1676560614383,4061660,Preventive procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z411,Encounter for cosmetic surgery,0,,35225126,1.0,APPROVED,EQUAL,etl,1676560614383,4207050,Cosmetic surgery,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z412,Encounter for routine and ritual male circumcision,0,,35225127,1.0,APPROVED,EQUAL,etl,1676560614383,4218438,Circumcision,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z421,Encounter for breast reconstruction following mastectomy,0,,920291,1.0,APPROVED,EQUAL,etl,1676560614383,4140686,Mammoplasty,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z428,Encntr for oth plast/recnst surg fol med proc or heal injury,0,,920292,1.0,APPROVED,EQUAL,etl,1676560614383,4045162,Reconstruction procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z430,Encounter for attention to tracheostomy,0,,35225131,1.0,APPROVED,EQUAL,etl,1676560614383,4336916,Attention to tracheostomy,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z431,Encounter for attention to gastrostomy,0,,35225132,1.0,APPROVED,EQUAL,etl,1676560614383,4125153,Attention to gastrostomy,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z432,Encounter for attention to ileostomy,0,,35225133,1.0,APPROVED,EQUAL,etl,1676560614383,4017330,Attention to ileostomy,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z433,Encounter for attention to colostomy,0,,35225134,1.0,APPROVED,EQUAL,etl,1676560614383,42872876,Attention to colostomy,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z434,Encounter for attn to oth artif openings of digestive tract,0,,35225135,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z434,Encounter for attn to oth artif openings of digestive tract,0,,35225135,1.0,APPROVED,EQUAL,etl,1676560614383,4043182,Procedure on digestive tract,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z435,Encounter for attention to cystostomy,0,,35225136,1.0,APPROVED,EQUAL,etl,1676560614383,4043191,Procedure on bladder,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z435,Encounter for attention to cystostomy,0,,35225136,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z436,Encounter for attn to oth artif openings of urinary tract,0,,35225137,1.0,APPROVED,EQUAL,etl,1676560614383,4041263,Procedure on urinary system,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z436,Encounter for attn to oth artif openings of urinary tract,0,,35225137,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z438,Encounter for attention to other artificial openings,0,,35225139,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z44122,Encounter for fit/adjst of partial artificial left leg,0,,45542433,1.0,APPROVED,EQUAL,etl,1676560614383,4108866,Fitting of lower limb prosthesis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4421,Encounter for fitting and adjustment of artificial right eye,0,,45552084,1.0,APPROVED,EQUAL,etl,1676560614383,4049310,Ocular prosthetic service,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4422,Encounter for fitting and adjustment of artificial left eye,0,,45581032,1.0,APPROVED,EQUAL,etl,1676560614383,4049310,Ocular prosthetic service,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z448,Encounter for fit/adjst of external prosthetic devices,0,,35225141,1.0,APPROVED,EQUAL,etl,1676560614383,4287998,Fitting of prosthesis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z449,Encounter for fit/adjst of unsp external prosthetic device,0,,35225142,1.0,APPROVED,EQUAL,etl,1676560614383,4287998,Fitting of prosthesis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45010,Encntr for checking and test of card pacemaker pulse gnrtr,0,,45547315,1.0,APPROVED,EQUAL,etl,1676560614383,4051472,Replacement of electronic heart device battery,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45018,Encounter for adjust and mgmt oth prt cardiac pacemaker,0,,45595516,1.0,APPROVED,EQUAL,etl,1676560614383,4051938,Cardiac pacemaker procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4502,Encntr for adjust and mgmt of automatic implntbl card defib,0,,45576155,1.0,APPROVED,EQUAL,etl,1676560614383,45763727,Checking of automatic implantable cardiac defibrillator,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4509,Encounter for adjustment and management of cardiac device,0,,45571355,1.0,APPROVED,EQUAL,etl,1676560614383,46272569,Biomedical equipment procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z451,Encounter for adjustment and management of infusion pump,0,,35225143,1.0,APPROVED,EQUAL,etl,1676560614383,4275736,Revision of implantable intravenous infusion pump,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z452,Encounter for adjustment and management of VAD,0,,35225144,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4531,Encntr for adjust and mgmt of implnt visual substitution dev,0,,45547316,1.0,APPROVED,EQUAL,etl,1676560614383,4227885,Revision of ocular implant,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45320,Encounter for adjust and mgmt of bone conduction device,0,,45590728,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45321,Encounter for adjustment and management of cochlear device,0,,45590729,1.0,APPROVED,EQUAL,etl,1676560614383,4142225,Attention to cochlear prosthesis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4541,Encounter for adjustment and management of CSF drain dev,0,,45537640,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4542,Encounter for adjustment and management of neurostimulator,0,,45556836,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4549,Encntr for adjust and mgmt of implanted nervous sys device,0,,45595517,1.0,APPROVED,EQUAL,etl,1676560614383,4213436,"Attention to device, anastomosis AND/OR stoma",Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45811,Encounter for adjustment or removal of right breast implant,0,,45605131,1.0,APPROVED,EQUAL,etl,1676560614383,4260695,Revision of breast implant,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45812,Encounter for adjustment or removal of left breast implant,0,,45590730,1.0,APPROVED,EQUAL,etl,1676560614383,4260695,Revision of breast implant,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z45819,Encounter for adjustment or removal of unsp breast implant,0,,45537641,1.0,APPROVED,EQUAL,etl,1676560614383,4260695,Revision of breast implant,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4582,Encntr for adjust or removal of myringotomy device (tube),0,,45561629,1.0,APPROVED,EQUAL,etl,1676560614383,46272569,Biomedical equipment procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4589,Encounter for adjustment and management of implanted devices,0,,45561630,1.0,APPROVED,EQUAL,etl,1676560614383,46272569,Biomedical equipment procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z459,Encounter for adjust and management of unsp implanted device,0,,35225146,1.0,APPROVED,EQUAL,etl,1676560614383,46272569,Biomedical equipment procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z460,Encounter for fit/adjst of spectacles and contact lenses,0,,35225147,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z460,Encounter for fit/adjst of spectacles and contact lenses,0,,35225147,1.0,APPROVED,EQUAL,etl,1676560614383,4195164,Ophthalmic service or procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z462,Encntr for fit/adjst of dev rel to nrv sys and specl senses,0,,35225149,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z463,Encounter for fit/adjst of dental prosthetic device,0,,35225150,1.0,APPROVED,EQUAL,etl,1676560614383,4043179,Procedure on oral cavity,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z463,Encounter for fit/adjst of dental prosthetic device,0,,35225150,1.0,APPROVED,EQUAL,etl,1676560614383,4287998,Fitting of prosthesis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z464,Encounter for fitting and adjustment of orthodontic device,0,,35225151,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4651,Encounter for fitting and adjustment of gastric lap band,0,,45590733,1.0,APPROVED,EQUAL,etl,1676560614383,4197878,Adjustment of gastric banding using fluoroscopic guidance,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4659,Encounter for fit/adjst of GI appliance and device,0,,45609942,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z466,Encounter for fitting and adjustment of urinary device,0,,35225152,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4681,Encounter for fitting and adjustment of insulin pump,0,,45581036,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4682,Encounter for fit/adjst of non-vascular catheter,0,,45542435,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4689,Encounter for fitting and adjustment of oth devices,0,,45571357,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z469,Encounter for fitting and adjustment of unspecified device,0,,35225153,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z471,Aftercare following joint replacement surgery,0,,45556838,1.0,APPROVED,EQUAL,etl,1676560614383,40490448,Attention to prosthetic replacement of articulation of bone,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z472,Encounter for removal of internal fixation device,0,,45595520,1.0,APPROVED,EQUAL,etl,1676560614383,4218109,Removal of internal fixation device,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4731,Aftercare following explantation of shoulder jt prosthesis,0,,45581037,1.0,APPROVED,EQUAL,etl,1676560614383,4137457,Implantation of joint prosthesis of shoulder joint,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4732,Aftercare following explantation of hip joint prosthesis,0,,45585831,1.0,APPROVED,EQUAL,etl,1676560614383,4134857,Prosthetic arthroplasty of hip,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4733,Aftercare following explantation of knee joint prosthesis,0,,45585832,1.0,APPROVED,EQUAL,etl,1676560614383,4311039,Implantation of joint prosthesis into knee joint,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4781,Encounter for orthopedic aftercare following surgical amp,0,,45576158,1.0,APPROVED,EQUAL,etl,1676560614383,4184450,Amputation education,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4782,Encounter for orth aftercare following scoliosis surgery,0,,45581038,1.0,APPROVED,EQUAL,etl,1676560614383,4173654,Correction of scoliosis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4789,Encounter for other orthopedic aftercare,0,,45561631,1.0,APPROVED,EQUAL,etl,1676560614383,4137906,Admission by orthopedic surgeon,Observation,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4800,Encounter for change or removal of nonsurg wound dressing,0,,45585833,1.0,APPROVED,EQUAL,etl,1676560614383,4038687,Removal of dressing,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4801,Encounter for change or removal of surgical wound dressing,0,,45605132,1.0,APPROVED,EQUAL,etl,1676560614383,4038687,Removal of dressing,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4802,Encounter for removal of sutures,0,,45571358,1.0,APPROVED,EQUAL,etl,1676560614383,4147691,Removal of suture,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4803,Encounter for change or removal of drains,0,,45556839,1.0,APPROVED,EQUAL,etl,1676560614383,4081548,Removal of drain,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z481,Encounter for planned postprocedural wound closure,0,,45605133,1.0,APPROVED,EQUAL,etl,1676560614383,40483561,Procedure on wound,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4822,Encounter for aftercare following kidney transplant,0,,45595522,1.0,APPROVED,EQUAL,etl,1676560614383,42539502,Transplanted kidney present,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4823,Encounter for aftercare following liver transplant,0,,45571359,1.0,APPROVED,EQUAL,etl,1676560614383,42537742,Transplanted liver present,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4824,Encounter for aftercare following lung transplant,0,,45585834,1.0,APPROVED,EQUAL,etl,1676560614383,42539698,Transplanted lung present,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48298,Encounter for aftercare following other organ transplant,0,,45547318,1.0,APPROVED,EQUAL,etl,1676560614383,42537741,Transplant present,Condition,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48811,Encntr for surgical aftcr fol surgery on the nervous sys,0,,45556840,1.0,APPROVED,EQUAL,etl,1676560614383,4041193,Operation on nervous system,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48812,Encntr for surgical aftcr following surgery on the circ sys,0,,45537647,1.0,APPROVED,EQUAL,etl,1676560614383,4148948,Vascular surgery procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48813,Encntr for surgical aftcr following surgery on the resp sys,0,,45571360,1.0,APPROVED,EQUAL,etl,1676560614383,4043017,Procedure on respiratory system,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48814,Encntr for surg aftcr fol surg on the teeth or oral cavity,0,,45537648,1.0,APPROVED,EQUAL,etl,1676560614383,4298484,Operation on oral cavity,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48815,Encntr for surgical aftcr following surgery on the dgstv sys,0,,45600330,1.0,APPROVED,EQUAL,etl,1676560614383,4030654,Operative procedure on digestive system,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48816,Encounter for surgical aftcr following surgery on the GU sys,0,,45547320,1.0,APPROVED,EQUAL,etl,1676560614383,4040392,Procedure on genitourinary system,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z48817,"Encntr for surgical aftcr fol surgery on the skin, subcu",0,,45609944,1.0,APPROVED,EQUAL,etl,1676560614383,40490900,Operation on skin and/or subcutaneous tissue,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4901,Encounter for fit/adjst of extracorporeal dialysis catheter,0,,45609945,1.0,APPROVED,EQUAL,etl,1676560614383,4300839,Dialysis care management,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4902,Encounter for fit/adjst of peritoneal dialysis catheter,0,,45585835,1.0,APPROVED,EQUAL,etl,1676560614383,4247794,Peritoneal dialysis catheter maintenance,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4902,Encounter for fit/adjst of peritoneal dialysis catheter,0,,45585835,1.0,APPROVED,EQUAL,etl,1676560614383,4047347,Fitting procedure,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z4932,Encounter for adequacy testing for peritoneal dialysis,0,,45566436,1.0,APPROVED,EQUAL,etl,1676560614383,4206254,Assessment of adequacy of dialysis,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z510,Encounter for antineoplastic radiation therapy,0,,35225154,1.0,APPROVED,EQUAL,etl,1676560614383,4029715,Radiation oncology AND/OR radiotherapy,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z5111,Encounter for antineoplastic chemotherapy,0,,45571362,1.0,APPROVED,EQUAL,etl,1676560614383,4181511,Administration of antineoplastic agent,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
MZG_10_D_Z5112,Encounter for antineoplastic immunotherapy,0,,45576161,1.0,APPROVED,EQUAL,etl,1676560614383,4274159,Immunotherapy for cancer,Procedure,MAPS_TO,AUTO MAPPED,etl,1676560614383,
