row,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,extra_eh,free_text_eh
,HIXVRAGENLIJSTEN_0015858036_ZH00001638,8130/3 - Papillair transitioneelcelcarcinoom(C67._)[obs],6,,Histologische diagnose,0.25,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4050004,Papillary transitional cell carcinoma,Observation,MAPS TO,44498733,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858046_ZH00001638,"8140/3 - Adenocarcinoom, NNO(uitgezonderd van de anale klieren/ducti M-8215/3)",352,,Histologische diagnose,0.22,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4262123,Adenocarcinoma,Observation,MAPS TO,44498738,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858047_ZH00001638,"8140/3 - Adenocarcinoom, ‘usual’ type",2,,Histologische diagnose,0.23,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4262123,Adenocarcinoma,Observation,MAPS TO,44498738,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858051_ZH00001638,8140/3 - Acinair adenocarcinoom van de prostaat(C61.9),12,,Histologische diagnose,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4262123,Adenocarcinoma,Observation,MAPS TO,44498738,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858222_ZH00001638,"8230/3 - Adenocarcinoma solidum, NNO",10,,Histologische diagnose,0.39,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4219923,Solid carcinoma,Observation,MAPS TO,44498802,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858233_ZH00001638,8240/3 - Typisch carcinoïd,10,,Histologische diagnose,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4133828,Neuroendocrine tumor grade 1,Observation,MAPS TO,44498805,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858266_ZH00001638,8250/3 - Lepidisch adenocarcinoom(C34._),10,,Histologische diagnose,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4012173,Bronchiolo-alveolar adenocarcinoma,Observation,MAPS TO,44498818,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858269_ZH00001638,8250/3 - Alveolaircelcarcinoom(C34._)[obs],2,,Histologische diagnose,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4012173,Bronchiolo-alveolar adenocarcinoma,Observation,MAPS TO,44498818,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858279_ZH00001638,"8253/3 - Adenocarcinoom van de long, mucineus(C34._)",20,,Histologische diagnose,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4028539,"Bronchiolo-alveolar carcinoma, mucinous",Observation,MAPS TO,44498822,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858280_ZH00001638,"8253/3 - Bronchiolo-alveolair carcinoom, mucineus(C34._)[obs]",2,,Histologische diagnose,0.45,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4028539,"Bronchiolo-alveolar carcinoma, mucinous",Observation,MAPS TO,44498822,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858294_ZH00001638,"8260/3 - Papillair adenocarcinoom, NNO",8,,Histologische diagnose,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4172953,Papillary adenocarcinoma,Observation,MAPS TO,44498826,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858586_ZH00001638,"8441/3 - Sereus cystadenocarcinoom, NNO",2,,Histologische diagnose,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4236657,Serous cystadenocarcinoma,Observation,MAPS TO,44498312,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858692_ZH00001638,8490/3 - Zegelringceladenocarcinoom,2,,Histologische diagnose,0.3,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4227888,Signet ring cell carcinoma,Observation,MAPS TO,44498345,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858707_ZH00001638,"8500/3 - Infiltrerend ductaal carcinoom, NNO(C50._)",2,,Histologische diagnose,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4221403,Infiltrating duct carcinoma,Observation,MAPS TO,44498348,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858712_ZH00001638,8500/3 - Infiltrerend ductaal adenocarcinoom (C50._),4,,Histologische diagnose,0.45,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4221403,Infiltrating duct carcinoma,Observation,MAPS TO,44498348,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858832_ZH00001638,8550/3 - Acinuscelcarcinoom,2,,Histologische diagnose,0.23,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4164740,Acinar cell carcinoma,Observation,MAPS TO,44498551,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858833_ZH00001638,"8550/3 - Acinair adenocarcinoom, NNO(uitgezonderd van de long M-8551/3 of de prostaat M-8140/3)",10,,Histologische diagnose,0.2,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4164740,Acinar cell carcinoma,Observation,MAPS TO,44498551,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015858838_ZH00001638,8551/3 - Acinair adenocarcinoom van de long(C34._),134,,Histologische diagnose,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4030122,Acinar cell cystadenocarcinoma,Observation,MAPS TO,44498552,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015859074_ZH00001638,8743/3 - Superficieel spreidend melanoom (C44._),4,,Histologische diagnose,0.53,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4207824,Superficial spreading melanoma,Observation,MAPS TO,44498417,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015859313_ZH00001638,"8890/3 - Leiomyosarcoom, NNO",4,,Histologische diagnose,0.47,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4201415,Leiomyosarcoma,Observation,MAPS TO,44498388,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015859387_ZH00001638,8936/3 - GIST,4,,Histologische diagnose,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4029531,Gastrointestinal stromal sarcoma,Observation,MAPS TO,44498488,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015859642_ZH00001638,9120/3 - Angiosarcoom,2,,Histologische diagnose,0.45,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,3661612,Angiosarcoma,Observation,MAPS TO,44499109,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015859942_ZH00001638,"9440/3 - Glioblastoom, IDH-wild type(C71._)",2,,Histologische diagnose,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4272187,Glioblastoma,Observation,MAPS TO,44499207,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015860039_ZH00001638,"9530/0 - Meningeoom, NNO",2,,Histologische diagnose,0.32,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4260192,Benign meningeal neoplasm,Observation,MAPS TO,4499250,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0015860206_ZH00001638,"9680/3 - Diffuus grootcellig B-cellymfoom, NNO",2,,Histologische diagnose,0.31,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4262918,"Malignant lymphoma, large B-cell, diffuse",Observation,MAPS TO,44499300,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0017648902_ZH00000203,niet van toepassing,2,,cT,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4294169,Not applicable,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0017648904_ZH00000204,niet van toepassing,2,,cN,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4294169,Not applicable,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_0017648906_ZH00000206,niet van toepassing,2,,cM,0.43,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4294169,Not applicable,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010556_0000004192,ja,4,,Borsttumor?,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010556_0000004190,ja,12,,Hoofd-hals tumor?,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010556_0000002090,ja,1300,,Longtumor?,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010557_0000004192,nee,48,,Borsttumor?,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010557_0000004190,nee,1178,,Hoofd-hals tumor?,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00010557_0000002090,nee,176,,Longtumor?,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00011134_ZH00000364,Ja,268,,Ziektevrij interval ?,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_BE00011135_ZH00000364,Nee,1424,,Ziektevrij interval ?,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002083,ja,26,,Activerende EGFR mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002086,ja,20,,BRAF mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002088,ja,8,,HER2 mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002084,ja,84,,KRAS mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002087,ja,8,,MET mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000034_0000002085,ja,12,,ROS mutatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002083,nee,282,,Activerende EGFR mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002086,nee,276,,BRAF mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002088,nee,250,,HER2 mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002084,nee,214,,KRAS mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002087,nee,290,,MET mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000035_0000002085,nee,310,,ROS mutatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002083,onbekend,344,,Activerende EGFR mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002086,onbekend,350,,BRAF mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002088,onbekend,376,,HER2 mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002084,onbekend,352,,KRAS mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002087,onbekend,348,,MET mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00000036_0000002085,onbekend,334,,ROS mutatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00071753_0000002082,ja,2,,ALK translocatie,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188539,Yes,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00071754_0000002082,nee,316,,ALK translocatie,0.71,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4188540,No,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_CS00071755_0000002082,onbekend,330,,ALK translocatie,0.74,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000202_ZH00001636,1 = autopsie,2,,Basis voor diagnose,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4210301,Autopsy diagnosis,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000203_ZH00001636,2 = histologie primaire tumor,1054,,Basis voor diagnose,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4338116,Pathology diagnosis,Observation,MAPS TO,"LB: ik zou niet biopsy van long nemen ( 4303062), want als we deze code willen hergebruiken voor ander ziektebeelden, is het niet meer van toepassing",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000204_ZH00001636,3 = histologie metastase,198,,Basis voor diagnose,0.39,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4338116,Pathology diagnosis,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000205_ZH00001636,4 = cytologie/hematologie,144,,Basis voor diagnose,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4074221,Cytology diagnosis,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000206_ZH00001636,5 = technisch,84,,Basis voor diagnose,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4101336,X-ray diagnosis,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000210_ZH00000200,1 = links,550,,Lateraliteit,0.47,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4300877,Left,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000211_ZH00000200,2 = rechts,796,,Lateraliteit,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4080761,Right,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000212_ZH00000200,3 = onpaar orgaan,114,,Lateraliteit,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,"de long is een paar orgaan, het antwoord 'onpaar orgaan' is niet van toepassing voor de long. Wanneer niet gekend moet ""#NK = onbekend"" gekozen worden",AZD DEMO USER,2021-12-23,ALL AZD USERS,,LB: in ons achterhoofd moeten we denken dat we mappen voor andere pathologieën zodat we mapping kunnen hergebruiken.
,HIXVRAGENLIJSTEN_ZH00000213_ZH00000200,#NK = onbekend,20,,Lateraliteit,0.37,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4129922,Unknown,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000214_ZH00000202,1 = goed,72,,Differentiatiegraad,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45878621,Grade I,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000215_ZH00000202,2 = matig,310,,Differentiatiegraad,0.56,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45880956,Grade II,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000216_ZH00000202,3 = weinig,400,,Differentiatiegraad,0.54,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45880086,Grade III,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000217_ZH00000202,4 = ongediff.,150,,Differentiatiegraad,0.47,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45878622,Grade IV,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000219_ZH00000202,6 = B-cell,4,,Differentiatiegraad,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45880955,B-cell,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000222_ZH00000202,9 = Onbekend/nvt,462,,Differentiatiegraad,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45881582,"Grade/differentiation unknown, not stated, or not applicable",Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000216,10 = heelkunde,262,,Reeds uitgevoerde behandelingen: 1,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Cancer Surgery,Episode,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000218,10 = heelkunde,22,,Reeds uitgevoerde behandelingen: 2,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Cancer Surgery,Episode,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000219,10 = heelkunde,18,,Reeds uitgevoerde behandelingen: 3,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Cancer Surgery,Episode,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000220,10 = heelkunde,2,,Reeds uitgevoerde behandelingen: 4,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Cancer Surgery,Episode,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000223,10 = heelkunde,76,,Verder behandelingsplan: 1,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000243,10 = heelkunde,76,,Verder behandelingsplan: 1,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000225,10 = heelkunde,14,,Verder behandelingsplan: 2,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000245,10 = heelkunde,14,,Verder behandelingsplan: 2,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000226,10 = heelkunde,4,,Verder behandelingsplan: 3,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000296_ZH00000357,10 = heelkunde,4,,Verder behandelingsplan: 3,0.49,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Surgery,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000297_ZH00000223,15 = beenmergtransplantatie,2,,Verder behandelingsplan: 1,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Transplantation of bone marrow,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000297_ZH00000243,15 = beenmergtransplantatie,2,,Verder behandelingsplan: 1,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Transplantation of bone marrow,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000297_ZH00000226,15 = beenmergtransplantatie,2,,Verder behandelingsplan: 3,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Transplantation of bone marrow,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000297_ZH00000357,15 = beenmergtransplantatie,2,,Verder behandelingsplan: 3,0.35,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Transplantation of bone marrow,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000216,20 = radiotherapie,52,,Reeds uitgevoerde behandelingen: 1,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Radiation therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000218,20 = radiotherapie,38,,Reeds uitgevoerde behandelingen: 2,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Radiation therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000219,20 = radiotherapie,16,,Reeds uitgevoerde behandelingen: 3,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Radiation therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000220,20 = radiotherapie,2,,Reeds uitgevoerde behandelingen: 4,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Radiation therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000221,20 = radiotherapie,2,,Reeds uitgevoerde behandelingen: 5,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Radiation therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000223,20 = radiotherapie,434,,Verder behandelingsplan: 1,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000225,20 = radiotherapie,418,,Verder behandelingsplan: 2,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000226,20 = radiotherapie,44,,Verder behandelingsplan: 3,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
