,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,ADD_INFO:prescriptionID,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
2327,MEDICATIE_P_B9001343_0015456837_0016892638,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015456837_0016892638,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2328,MEDICATIE_P_B9001343_0004784115_0005167660,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004784115_0005167660,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2329,MEDICATIE_P_B9001343_0004784115_0005192316,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004784115_0005192316,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2330,MEDICATIE_P_B9001343_0004784115_0005249902,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004784115_0005249902,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2331,MEDICATIE_P_B9001343_0013340694_0014712335,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0013340694_0014712335,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2332,MEDICATIE_P_B9001343_0013340694_0014733770,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0013340694_0014733770,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2333,MEDICATIE_P_B9001343_0014339236_0015731934,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0014339236_0015731934,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2334,MEDICATIE_P_B9001343_0004194704_0004510977,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004194704_0004510977,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2335,MEDICATIE_P_B9001343_0004194704_0004532417,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004194704_0004532417,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2336,MEDICATIE_P_B9001343_0004222126_0004557410,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004222126_0004557410,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2337,MEDICATIE_P_B9001343_0004246422_0004597473,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004246422_0004597473,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2338,MEDICATIE_P_B9001343_0006902546_0007555593,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0006902546_0007555593,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2339,MEDICATIE_P_B9001343_0006902546_0007565320,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0006902546_0007565320,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2340,MEDICATIE_P_B9001343_0013647171_0015035972,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0013647171_0015035972,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2341,MEDICATIE_P_B9001343_0013647171_0015037097,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0013647171_0015037097,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2342,MEDICATIE_P_B9001343_0013647171_0015040089,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0013647171_0015040089,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2343,MEDICATIE_P_B9001343_0015222567_0016658800,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015222567_0016658800,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2344,MEDICATIE_P_B9001343_0015222567_0016681665,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015222567_0016681665,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2345,MEDICATIE_P_B9001343_0015222567_0016692438,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015222567_0016692438,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2346,MEDICATIE_P_B9001343_0015448883_0016890895,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015448883_0016890895,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2347,MEDICATIE_P_B9001343_0015550802_0017001820,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015550802_0017001820,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2348,MEDICATIE_P_B9001343_0015550802_0017029013,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015550802_0017029013,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2349,MEDICATIE_P_B9001343_0015550802_0017045323,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015550802_0017045323,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2350,MEDICATIE_P_B9001343_0015550802_0017055643,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015550802_0017055643,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2351,MEDICATIE_P_B9001343_0007231293_0007905118,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0007231293_0007905118,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2352,MEDICATIE_P_B9001343_0012562828_0013897832,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0012562828_0013897832,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2353,MEDICATIE_P_B9001343_0012562828_0013920802,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0012562828_0013920802,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2354,MEDICATIE_P_B9001343_0012562828_0013928205,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0012562828_0013928205,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2355,MEDICATIE_P_B9001343_0012562828_0013944329,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0012562828_0013944329,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2356,MEDICATIE_P_B9001343_0014473180_0015858928,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0014473180_0015858928,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2357,MEDICATIE_P_B9001343_0014473180_0015872681,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0014473180_0015872681,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2358,MEDICATIE_P_B9001343_0001247674_0001174646,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0001247674_0001174646,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2359,MEDICATIE_P_B9001343_0007439216_0008128988,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0007439216_0008128988,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2360,MEDICATIE_P_B9001343_0007439216_0008163203,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0007439216_0008163203,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2361,MEDICATIE_P_B9001343_0007439216_0008164964,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0007439216_0008164964,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2362,MEDICATIE_P_B9001343_0011035738_0012195002,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011035738_0012195002,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2363,MEDICATIE_P_B9001343_0011052555_0012211124,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011052555_0012211124,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2364,MEDICATIE_P_B9001343_0011052555_0012214683,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011052555_0012214683,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2365,MEDICATIE_P_B9001343_0005522221_0006012856,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0005522221_0006012856,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2366,MEDICATIE_P_B9001343_0005531958_0006041046,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0005531958_0006041046,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2367,MEDICATIE_P_B9001343_0005531958_0006041022,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0005531958_0006041022,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2368,MEDICATIE_P_B9001343_0005531958_0006052315,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0005531958_0006052315,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2369,MEDICATIE_P_B9001343_0014677177_0016054937,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0014677177_0016054937,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2370,MEDICATIE_P_B9001343_0014677177_0016063586,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0014677177_0016063586,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2371,MEDICATIE_P_B9001343_0019178101_0020560007,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0019178101_0020560007,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2372,MEDICATIE_P_B9001343_0021820120_0023368925,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0021820120_0023368925,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2373,MEDICATIE_P_B9001343_0021869800_0023407341,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0021869800_0023407341,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2374,MEDICATIE_P_B9001343_0021869800_0023418407,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0021869800_0023418407,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2375,MEDICATIE_P_B9001343_0021869800_0023423077,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0021869800_0023423077,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2376,MEDICATIE_P_B9001343_0021869800_0023463552,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0021869800_0023463552,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2377,MEDICATIE_P_B9001343_0011818468_0013141092,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011818468_0013141092,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2378,MEDICATIE_P_B9001343_0003231982_0003426017,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0003231982_0003426017,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2379,MEDICATIE_P_B9001343_0003231982_0003462165,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0003231982_0003462165,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2380,MEDICATIE_P_B9001343_0003231982_0003504544,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0003231982_0003504544,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2381,MEDICATIE_P_B9001343_0004070886_0004363647,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004070886_0004363647,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2382,MEDICATIE_P_B9001343_0004070886_0004364055,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004070886_0004364055,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2383,MEDICATIE_P_B9001343_0004070886_0004415690,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004070886_0004415690,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2384,MEDICATIE_P_B9001343_0004792250_0005169968,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0004792250_0005169968,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2385,MEDICATIE_P_B9001343_0008916984_0009784889,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0008916984_0009784889,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2386,MEDICATIE_P_B9001343_0008916984_0009785013,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0008916984_0009785013,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2387,MEDICATIE_P_B9001343_0015114244_0016545870,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0015114244_0016545870,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2388,MEDICATIE_P_B9001343_0016659225_0018079035,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0016659225_0018079035,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2389,MEDICATIE_P_B9001343_0016659225_0018098465,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0016659225_0018098465,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2390,MEDICATIE_P_B9001343_0011549354_0012765007,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011549354_0012765007,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2391,MEDICATIE_P_B9001343_0011549354_0012779174,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011549354_0012779174,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2392,MEDICATIE_P_B9001343_0011549354_0012789688,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0011549354_0012789688,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2393,MEDICATIE_P_B9001343_0012498947_0013845847,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0012498947_0013845847,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
2394,MEDICATIE_P_B9001343_0009589278_0010540350,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML,682,,CASSETTE LEVOBUPIVACAINE0.125% SUFENTA125MCG 250ML 250 ml,0009589278_0010540350,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43821294,Sufentanil Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
