sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO_SOURCE_CONCEPT_ID,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
MZG_10_P_0DBP4ZZ,"Excision of Rectum, Percutaneous Endoscopic Approach",0,,2747311,1,APPROVED,EQUAL,etl,1639653832291,2747311,"Excision of Rectum, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBP8ZX,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic, Diagnostic",0,,2747314,1,APPROVED,EQUAL,etl,1639653832291,2747314,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBP8ZZ,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic",0,,2747315,1,APPROVED,EQUAL,etl,1639653832291,2747315,"Excision of Rectum, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBQ0ZZ,"Excision of Anus, Open Approach",0,,2747317,1,APPROVED,EQUAL,etl,1639653832291,2747317,"Excision of Anus, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBQ8ZZ,"Excision of Anus, Via Natural or Artificial Opening Endoscopic",0,,2747522,1,APPROVED,EQUAL,etl,1639653832291,2747522,"Excision of Anus, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBQXZX,"Excision of Anus, External Approach, Diagnostic",0,,2747523,1,APPROVED,EQUAL,etl,1639653832291,2747523,"Excision of Anus, External Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBV4ZZ,"Excision of Mesentery, Percutaneous Endoscopic Approach",0,,2747548,1,APPROVED,EQUAL,etl,1639653832291,2747548,"Excision of Mesentery, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DBW4ZX,"Excision of Peritoneum, Percutaneous Endoscopic Approach, Diagnostic",0,,2747553,1,APPROVED,EQUAL,etl,1639653832291,2747553,"Excision of Peritoneum, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DC28ZZ,"Extirpation of Matter from Middle Esophagus, Via Natural or Artificial Opening Endoscopic",0,,2747565,1,APPROVED,EQUAL,etl,1639653832291,2747565,"Extirpation of Matter from Middle Esophagus, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DC58ZZ,"Extirpation of Matter from Esophagus, Via Natural or Artificial Opening Endoscopic",0,,2747580,1,APPROVED,EQUAL,etl,1639653832291,2747580,"Extirpation of Matter from Esophagus, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DC90ZZ,"Extirpation of Matter from Duodenum, Open Approach",0,,2747789,1,APPROVED,EQUAL,etl,1639653832291,2747789,"Extirpation of Matter from Duodenum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DCA0ZZ,"Extirpation of Matter from Jejunum, Open Approach",0,,2747794,1,APPROVED,EQUAL,etl,1639653832291,2747794,"Extirpation of Matter from Jejunum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH53DZ,"Insertion of Intraluminal Device into Esophagus, Percutaneous Approach",0,,2748572,1,APPROVED,EQUAL,etl,1639653832291,2748572,"Insertion of Intraluminal Device into Esophagus, Percutaneous Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH63UZ,"Insertion of Feeding Device into Stomach, Percutaneous Approach",0,,2748600,1,APPROVED,EQUAL,etl,1639653832291,2748600,"Insertion of Feeding Device into Stomach, Percutaneous Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH64UZ,"Insertion of Feeding Device into Stomach, Percutaneous Endoscopic Approach",0,,2748605,1,APPROVED,EQUAL,etl,1639653832291,2748605,"Insertion of Feeding Device into Stomach, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH673Z,"Insertion of Infusion Device into Stomach, Via Natural or Artificial Opening",0,,2748607,1,APPROVED,EQUAL,etl,1639653832291,2748607,"Insertion of Infusion Device into Stomach, Via Natural or Artificial Opening",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH67UZ,"Insertion of Feeding Device into Stomach, Via Natural or Artificial Opening",0,,2748609,1,APPROVED,EQUAL,etl,1639653832291,2748609,"Insertion of Feeding Device into Stomach, Via Natural or Artificial Opening",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DH98UZ,"Insertion of Feeding Device into Duodenum, Via Natural or Artificial Opening Endoscopic",0,,2748847,1,APPROVED,EQUAL,etl,1639653832291,2748847,"Insertion of Feeding Device into Duodenum, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DHA3UZ,"Insertion of Feeding Device into Jejunum, Percutaneous Approach",0,,2748855,1,APPROVED,EQUAL,etl,1639653832291,2748855,"Insertion of Feeding Device into Jejunum, Percutaneous Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DJ08ZZ,"Inspection of Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic",0,,2749119,1,APPROVED,EQUAL,etl,1639653832291,2749119,"Inspection of Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DJ68ZZ,"Inspection of Stomach, Via Natural or Artificial Opening Endoscopic",0,,2749125,1,APPROVED,EQUAL,etl,1639653832291,2749125,"Inspection of Stomach, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DJD0ZZ,"Inspection of Lower Intestinal Tract, Open Approach",0,,2749127,1,APPROVED,EQUAL,etl,1639653832291,2749127,"Inspection of Lower Intestinal Tract, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DJD4ZZ,"Inspection of Lower Intestinal Tract, Percutaneous Endoscopic Approach",0,,2749129,1,APPROVED,EQUAL,etl,1639653832291,2749129,"Inspection of Lower Intestinal Tract, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic",0,,2749131,1,APPROVED,EQUAL,etl,1639653832291,2749131,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DN84ZZ,"Release Small Intestine, Percutaneous Endoscopic Approach",0,,2746592,1,APPROVED,EQUAL,etl,1639653832291,2746592,"Release Small Intestine, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DNA0ZZ,"Release Jejunum, Open Approach",0,,2746600,1,APPROVED,EQUAL,etl,1639653832291,2746600,"Release Jejunum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DNU0ZZ,"Release Omentum, Open Approach",0,,43016983,1,APPROVED,EQUAL,etl,1639653832291,43016983,"Release Omentum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DNW0ZZ,"Release Peritoneum, Open Approach",0,,2746810,1,APPROVED,EQUAL,etl,1639653832291,2746810,"Release Peritoneum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DNW4ZZ,"Release Peritoneum, Percutaneous Endoscopic Approach",0,,2746812,1,APPROVED,EQUAL,etl,1639653832291,2746812,"Release Peritoneum, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DP53YZ,"Removal of Other Device from Esophagus, Percutaneous Approach",0,,43017025,1,APPROVED,EQUAL,etl,1639653832291,43017025,"Removal of Other Device from Esophagus, Percutaneous Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DPD4UZ,"Removal of Feeding Device from Lower Intestinal Tract, Percutaneous Endoscopic Approach",0,,2747100,1,APPROVED,EQUAL,etl,1639653832291,2747100,"Removal of Feeding Device from Lower Intestinal Tract, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DQ60ZZ,"Repair Stomach, Open Approach",0,,2752349,1,APPROVED,EQUAL,etl,1639653832291,2752349,"Repair Stomach, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DQA0ZZ,"Repair Jejunum, Open Approach",0,,2752369,1,APPROVED,EQUAL,etl,1639653832291,2752369,"Repair Jejunum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DQB0ZZ,"Repair Ileum, Open Approach",0,,2752374,1,APPROVED,EQUAL,etl,1639653832291,2752374,"Repair Ileum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DQL8ZZ,"Repair Transverse Colon, Via Natural or Artificial Opening Endoscopic",0,,2752601,1,APPROVED,EQUAL,etl,1639653832291,2752601,"Repair Transverse Colon, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DQN8ZZ,"Repair Sigmoid Colon, Via Natural or Artificial Opening Endoscopic",0,,2752611,1,APPROVED,EQUAL,etl,1639653832291,2752611,"Repair Sigmoid Colon, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DT60ZZ,"Resection of Stomach, Open Approach",0,,2753148,1,APPROVED,EQUAL,etl,1639653832291,2753148,"Resection of Stomach, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTA4ZZ,"Resection of Jejunum, Percutaneous Endoscopic Approach",0,,2753165,1,APPROVED,EQUAL,etl,1639653832291,2753165,"Resection of Jejunum, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTF0ZZ,"Resection of Right Large Intestine, Open Approach",0,,2753370,1,APPROVED,EQUAL,etl,1639653832291,2753370,"Resection of Right Large Intestine, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTF4ZZ,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach",0,,2753371,1,APPROVED,EQUAL,etl,1639653832291,2753371,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTG0ZZ,"Resection of Left Large Intestine, Open Approach",0,,2753374,1,APPROVED,EQUAL,etl,1639653832291,2753374,"Resection of Left Large Intestine, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTJ4ZZ,"Resection of Appendix, Percutaneous Endoscopic Approach",0,,2753383,1,APPROVED,EQUAL,etl,1639653832291,2753383,"Resection of Appendix, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTL0ZZ,"Resection of Transverse Colon, Open Approach",0,,2753390,1,APPROVED,EQUAL,etl,1639653832291,2753390,"Resection of Transverse Colon, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTN0ZZ,"Resection of Sigmoid Colon, Open Approach",0,,2753398,1,APPROVED,EQUAL,etl,1639653832291,2753398,"Resection of Sigmoid Colon, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTN4ZZ,"Resection of Sigmoid Colon, Percutaneous Endoscopic Approach",0,,2753399,1,APPROVED,EQUAL,etl,1639653832291,2753399,"Resection of Sigmoid Colon, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTP0ZZ,"Resection of Rectum, Open Approach",0,,2753402,1,APPROVED,EQUAL,etl,1639653832291,2753402,"Resection of Rectum, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTP4ZZ,"Resection of Rectum, Percutaneous Endoscopic Approach",0,,2753403,1,APPROVED,EQUAL,etl,1639653832291,2753403,"Resection of Rectum, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DTS0ZZ,"Resection of Greater Omentum, Open Approach",0,,2753412,1,APPROVED,EQUAL,etl,1639653832291,2753412,"Resection of Greater Omentum, Open Approach (Deprecated)",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0DUP4JZ,"Supplement Rectum with Synthetic Substitute, Percutaneous Endoscopic Approach",0,,2750394,1,APPROVED,EQUAL,etl,1639653832291,2750394,"Supplement Rectum with Synthetic Substitute, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F190ZB,"Bypass Common Bile Duct to Small Intestine, Open Approach",0,,2753460,1,APPROVED,EQUAL,etl,1639653832291,2753460,"Bypass Common Bile Duct to Small Intestine, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F24X0Z,"Change Drainage Device in Gallbladder, External Approach",0,,2753709,1,APPROVED,EQUAL,etl,1639653832291,2753709,"Change Drainage Device in Gallbladder, External Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F2BX0Z,"Change Drainage Device in Hepatobiliary Duct, External Approach",0,,2753711,1,APPROVED,EQUAL,etl,1639653832291,2753711,"Change Drainage Device in Hepatobiliary Duct, External Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F2DX0Z,"Change Drainage Device in Pancreatic Duct, External Approach",0,,2753713,1,APPROVED,EQUAL,etl,1639653832291,2753713,"Change Drainage Device in Pancreatic Duct, External Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F504ZZ,"Destruction of Liver, Percutaneous Endoscopic Approach",0,,2753720,1,APPROVED,EQUAL,etl,1639653832291,2753720,"Destruction of Liver, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F524ZF,"Destruction of Left Lobe Liver using Irreversible Electroporation, Percutaneous Endoscopic Approach",0,,1531742,1,APPROVED,EQUAL,etl,1639653832291,1531742,"Destruction of Left Lobe Liver using Irreversible Electroporation, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F788DZ,"Dilation of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0,,2749699,1,APPROVED,EQUAL,etl,1639653832291,2749699,"Dilation of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F798DZ,"Dilation of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0,,2749709,1,APPROVED,EQUAL,etl,1639653832291,2749709,"Dilation of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F798ZZ,"Dilation of Common Bile Duct, Via Natural or Artificial Opening Endoscopic",0,,2749710,1,APPROVED,EQUAL,etl,1639653832291,2749710,"Dilation of Common Bile Duct, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F7D8DZ,"Dilation of Pancreatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",0,,2749918,1,APPROVED,EQUAL,etl,1639653832291,2749918,"Dilation of Pancreatic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F903ZX,"Drainage of Liver, Percutaneous Approach, Diagnostic",0,,2749939,1,APPROVED,EQUAL,etl,1639653832291,2749939,"Drainage of Liver, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F913ZX,"Drainage of Right Lobe Liver, Percutaneous Approach, Diagnostic",0,,2749948,1,APPROVED,EQUAL,etl,1639653832291,2749948,"Drainage of Right Lobe Liver, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F9430Z,"Drainage of Gallbladder with Drainage Device, Percutaneous Approach",0,,2749965,1,APPROVED,EQUAL,etl,1639653832291,2749965,"Drainage of Gallbladder with Drainage Device, Percutaneous Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0F9G3ZX,"Drainage of Pancreas, Percutaneous Approach, Diagnostic",0,,2750462,1,APPROVED,EQUAL,etl,1639653832291,2750462,"Drainage of Pancreas, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB03ZX,"Excision of Liver, Percutaneous Approach, Diagnostic",0,,2750470,1,APPROVED,EQUAL,etl,1639653832291,2750470,"Excision of Liver, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB04ZX,"Excision of Liver, Percutaneous Endoscopic Approach, Diagnostic",0,,2750472,1,APPROVED,EQUAL,etl,1639653832291,2750472,"Excision of Liver, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB13ZX,"Excision of Right Lobe Liver, Percutaneous Approach, Diagnostic",0,,2750476,1,APPROVED,EQUAL,etl,1639653832291,2750476,"Excision of Right Lobe Liver, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB14ZX,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",0,,2750478,1,APPROVED,EQUAL,etl,1639653832291,2750478,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB14ZZ,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach",0,,2750479,1,APPROVED,EQUAL,etl,1639653832291,2750479,"Excision of Right Lobe Liver, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB20ZZ,"Excision of Left Lobe Liver, Open Approach",0,,2750481,1,APPROVED,EQUAL,etl,1639653832291,2750481,"Excision of Left Lobe Liver, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB23ZX,"Excision of Left Lobe Liver, Percutaneous Approach, Diagnostic",0,,2750482,1,APPROVED,EQUAL,etl,1639653832291,2750482,"Excision of Left Lobe Liver, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FB24ZX,"Excision of Left Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",0,,2750484,1,APPROVED,EQUAL,etl,1639653832291,2750484,"Excision of Left Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FBG0ZX,"Excision of Pancreas, Open Approach, Diagnostic",0,,2750942,1,APPROVED,EQUAL,etl,1639653832291,2750942,"Excision of Pancreas, Open Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FBG0ZZ,"Excision of Pancreas, Open Approach",0,,2750943,1,APPROVED,EQUAL,etl,1639653832291,2750943,"Excision of Pancreas, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FBG3ZX,"Excision of Pancreas, Percutaneous Approach, Diagnostic",0,,2750944,1,APPROVED,EQUAL,etl,1639653832291,2750944,"Excision of Pancreas, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FBG4ZX,"Excision of Pancreas, Percutaneous Endoscopic Approach, Diagnostic",0,,2750946,1,APPROVED,EQUAL,etl,1639653832291,2750946,"Excision of Pancreas, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FBG8ZX,"Excision of Pancreas, Via Natural or Artificial Opening Endoscopic, Diagnostic",0,,43017150,1,APPROVED,EQUAL,etl,1639653832291,43017150,"Excision of Pancreas, Via Natural or Artificial Opening Endoscopic, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FC98ZZ,"Extirpation of Matter from Common Bile Duct, Via Natural or Artificial Opening Endoscopic",0,,2750980,1,APPROVED,EQUAL,etl,1639653832291,2750980,"Extirpation of Matter from Common Bile Duct, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FD14ZX,"Extraction of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",0,,1531734,1,APPROVED,EQUAL,etl,1639653832291,1531734,"Extraction of Right Lobe Liver, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FJB8ZZ,"Inspection of Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic",0,,2751709,1,APPROVED,EQUAL,etl,1639653832291,2751709,"Inspection of Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FJG4ZZ,"Inspection of Pancreas, Percutaneous Endoscopic Approach",0,,2751717,1,APPROVED,EQUAL,etl,1639653832291,2751717,"Inspection of Pancreas, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FPB8DZ,"Removal of Intraluminal Device from Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic",0,,2752722,1,APPROVED,EQUAL,etl,1639653832291,2752722,"Removal of Intraluminal Device from Hepatobiliary Duct, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FPD8DZ,"Removal of Intraluminal Device from Pancreatic Duct, Via Natural or Artificial Opening Endoscopic",0,,2752772,1,APPROVED,EQUAL,etl,1639653832291,2752772,"Removal of Intraluminal Device from Pancreatic Duct, Via Natural or Artificial Opening Endoscopic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FT24ZZ,"Resection of Left Lobe Liver, Percutaneous Endoscopic Approach",0,,2753503,1,APPROVED,EQUAL,etl,1639653832291,2753503,"Resection of Left Lobe Liver, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FT40ZZ,"Resection of Gallbladder, Open Approach",0,,2753504,1,APPROVED,EQUAL,etl,1639653832291,2753504,"Resection of Gallbladder, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0FT44ZZ,"Resection of Gallbladder, Percutaneous Endoscopic Approach",0,,2753505,1,APPROVED,EQUAL,etl,1639653832291,2753505,"Resection of Gallbladder, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0G9G3ZX,"Drainage of Left Thyroid Gland Lobe, Percutaneous Approach, Diagnostic",0,,2751552,1,APPROVED,EQUAL,etl,1639653832291,2751552,"Drainage of Left Thyroid Gland Lobe, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0G9K3ZX,"Drainage of Thyroid Gland, Percutaneous Approach, Diagnostic",0,,2751765,1,APPROVED,EQUAL,etl,1639653832291,2751765,"Drainage of Thyroid Gland, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0G9K4ZZ,"Drainage of Thyroid Gland, Percutaneous Endoscopic Approach",0,,2751769,1,APPROVED,EQUAL,etl,1639653832291,2751769,"Drainage of Thyroid Gland, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GB14ZX,"Excision of Pineal Body, Percutaneous Endoscopic Approach, Diagnostic",0,,2752024,1,APPROVED,EQUAL,etl,1639653832291,2752024,"Excision of Pineal Body, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GB14ZZ,"Excision of Pineal Body, Percutaneous Endoscopic Approach",0,,2752025,1,APPROVED,EQUAL,etl,1639653832291,2752025,"Excision of Pineal Body, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GB23ZX,"Excision of Left Adrenal Gland, Percutaneous Approach, Diagnostic",0,,2752028,1,APPROVED,EQUAL,etl,1639653832291,2752028,"Excision of Left Adrenal Gland, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GB24ZX,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach, Diagnostic",0,,2752030,1,APPROVED,EQUAL,etl,1639653832291,2752030,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GB24ZZ,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach",0,,2752031,1,APPROVED,EQUAL,etl,1639653832291,2752031,"Excision of Left Adrenal Gland, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GBG0ZZ,"Excision of Left Thyroid Gland Lobe, Open Approach",0,,2752290,1,APPROVED,EQUAL,etl,1639653832291,2752290,"Excision of Left Thyroid Gland Lobe, Open Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GBH3ZX,"Excision of Right Thyroid Gland Lobe, Percutaneous Approach, Diagnostic",0,,2752297,1,APPROVED,EQUAL,etl,1639653832291,2752297,"Excision of Right Thyroid Gland Lobe, Percutaneous Approach, Diagnostic",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
MZG_10_P_0GT34ZZ,"Resection of Right Adrenal Gland, Percutaneous Endoscopic Approach",0,,2753619,1,APPROVED,EQUAL,etl,1639653832291,2753619,"Resection of Right Adrenal Gland, Percutaneous Endoscopic Approach",Procedure,MAPS_TO,AUTO MAPPED,etl,1639653832291,
