sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:modality,ADD_INFO:wise,ADD_INFO:last_date,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RAD_1PTCA1_MG,1 TIJDS PTCA 1 TAK,24,,Mammography,1 TIJDS PTCA 1 TAK - XA: 26,2017-02-28,0.22,UNCHECKED,UNREVIEWED,,0,4006788,Percutaneous transluminal coronary angioplasty,Procedure,MAPS_TO,,<auto>,1679066421439,
RAD_ZH00000123_MG,MA Mammoscreening Rechts,8,,Mammography,MA Mammoscreening Rechts - MG: 1,2019-10-02,0.40,APPROVED,EQUAL,Stijn Dupulthys,1679067523915,37118087,Mammography of right breast,Procedure,MAPS_TO,,Stijn Dupulthys,1679067523275,
RAD_-_MG,-,6,,Mammography,- - CT: 1,2014-12-12,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
RAD_ZH00000338_MR,MR Cardio Pericarditis,32,,Magnetic Resonance,MR Cardio Pericarditis - MR: 34,2023-03-06,0.40,UNCHECKED,UNREVIEWED,,0,4309297,Pericardiolysis,Procedure,MAPS_TO,,<auto>,1679066422371,
RAD_KMD2I1_MG,KMD2I1,1,,Mammography,not in wise,2011-05-05,0.11,UNCHECKED,UNREVIEWED,,0,4036252,Iodine 131 therapy,Procedure,MAPS_TO,,<auto>,1679066422722,
RAD_ZH00005587_XA,PCI + CTO,8,,X-Ray Angiography,not in wise,2023-03-15,0.32,UNCHECKED,UNREVIEWED,,0,36303622,CT Chest W contrast IV and CT angiogram Pulmonary arteries for pulmonary embolus W contrast IV,Procedure,MAPS_TO,,<auto>,1679066422868,
RAD_ZH00000226_CT,CT Arthro Pols Rechts,24,,Computed Tomography,CT Arthro Pols Rechts - CT: 22,2023-02-09,0.40,UNCHECKED,UNREVIEWED,,0,4082976,CT arthrogram,Procedure,MAPS_TO,,<auto>,1679066423038,
RAD_ZH00005533_XA,SUBCUTANE  ICD implantatie + narcose,14,,X-Ray Angiography,not in wise,2023-02-08,0.27,UNCHECKED,UNREVIEWED,,0,4275747,Subcutaneous implantation of cardiac pacemaker,Procedure,MAPS_TO,,<auto>,1679066423167,
RAD_T_CBSCH_MG,CBCT Schedel,32,,Mammography,not in wise,2017-02-24,0.69,UNCHECKED,UNREVIEWED,,0,1989694,Cone beam CT Teeth,Procedure,MAPS_TO,,<auto>,1679066423961,
RAD_104_MG,heelkundige behandeling van pseudarthrose van onde,10,,Mammography,not in wise,1999-01-13,0.30,UNCHECKED,UNREVIEWED,,0,4012913,Correction of spinal pseudoarthrosis,Procedure,MAPS_TO,,<auto>,1679066424269,
RAD_ZH00005481_XA,CRT ICD-implantatie,24,,X-Ray Angiography,CRT ICD-implantatie - XA: 5,2023-03-06,0.34,UNCHECKED,UNREVIEWED,,0,44791455,Aneuploidy screening,Procedure,MAPS_TO,,<auto>,1679066424694,
RAD_0000008613_CT,CT volledige wervelzuil of combinatie 2 regio's,257,,Computed Tomography,CT volledige wervelzuil of combinatie 2 regio's - CT: 246,2023-03-16,0.18,UNCHECKED,UNREVIEWED,,0,4067016,Resection of combination of muscles of eye,Procedure,MAPS_TO,,<auto>,1679066424934,
RAD_ZH00000441_MR,MR Elleboog Triceps Links,6,,Magnetic Resonance,MR Elleboog Triceps Links - MR: 6,2022-10-17,0.33,UNCHECKED,UNREVIEWED,,0,40771714,MR Extremity,Procedure,MAPS_TO,,<auto>,1679066424965,
RAD_T_DLIDO_MG,DUPLEX LIDMAAT,1,,Mammography,not in wise,1753-01-01,0.32,UNCHECKED,UNREVIEWED,,0,4144167,Excision of duplex ureter,Procedure,MAPS_TO,,<auto>,1679066425050,
RAD_PERI_MG,PERICARDPUNCTIE,32,,Mammography,PERICARDPUNCTIE - XA: 40,2017-08-16,0.47,UNCHECKED,UNREVIEWED,,0,4039415,Puncture of pericardium,Procedure,MAPS_TO,,<auto>,1679066425568,
RAD_T_CHANL_MG,CT Hand Li,10,,Mammography,not in wise,2017-12-27,0.83,UNCHECKED,UNREVIEWED,,0,3048324,CT Hand,Procedure,MAPS_TO,,<auto>,1679066425669,
RAD_SMVBI1_MG,SMVBI1,1,,Mammography,not in wise,2011-03-04,0.32,UNCHECKED,UNREVIEWED,,0,3051195,XR Sinuses Submentovertex,Procedure,MAPS_TO,,<auto>,1679066425689,
RAD_ZH00005040_ECG,Late potentialen,14,,Electrocardiography,not in wise,2022-07-14,0.48,UNCHECKED,UNREVIEWED,,0,4084203,Care of potential criminal,Procedure,MAPS_TO,,<auto>,1679066425761,
RAD_0000005139_NM,Galzuurresorptietest (SehCat) inname,8,,Nuclear Medicine,Galzuurresorptietest (SehCat) inname - NM: 8; Galzuurresorptietest (SehCat) inname - OT: 4,2023-02-24,0.31,UNCHECKED,UNREVIEWED,,0,35623039,Radionuclide imaging of gastrointestinal tract using tauroselcholic acid (75-Se),Procedure,MAPS_TO,,<auto>,1679066426046,
RAD_T_B1_MG,gewone biopsie,31,,Mammography,not in wise,1753-01-01,0.44,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066426739,
RAD_EGGG_MG,Echo gastro Dr. Ghillebert,24,,Mammography,Echo gastro Dr. Ghillebert - US: 24,2017-09-12,0.24,UNCHECKED,UNREVIEWED,,0,4123744,Posterior gastropexy,Procedure,MAPS_TO,,<auto>,1679066426886,
RAD_0000008545_CT,Punctie gewricht,10,,Computed Tomography,Punctie gewricht - US: 512; Punctie gewricht - CT: 10; Punctie gewricht - CR: 1; Punctie gewricht - XA: 1,2023-01-04,0.33,UNCHECKED,UNREVIEWED,,0,4080549,Lumbar puncture,Procedure,MAPS_TO,,<auto>,1679066426902,
RAD_T_PUH_MG,Punctie heup,8,,Mammography,not in wise,2016-06-17,0.49,UNCHECKED,UNREVIEWED,,0,4244544,Cardiocentesis,Procedure,MAPS_TO,,<auto>,1679066427018,
RAD_ZH00000126_MG,MA Hysterosalpingografie,6,,Mammography,MA Hysterosalpingografie - CR: 84; MA Hysterosalpingografie - MG: 6,2019-10-22,0.83,UNCHECKED,UNREVIEWED,,0,4059199,Hysterosalpingography,Procedure,MAPS_TO,,<auto>,1679066427018,
RAD_T_EHAN2_MG,Echo Hand Bilateraal,14,,Mammography,not in wise,2018-02-27,0.41,UNCHECKED,UNREVIEWED,,0,3047745,CT Hand - bilateral,Procedure,MAPS_TO,,<auto>,1679066427503,
RAD_HARP_MG,Harpoenplaatsing,255,,Mammography,Harpoenplaatsing - MG: 130; Harpoenplaatsing - US: 20,2017-09-26,0.16,UNCHECKED,UNREVIEWED,,0,4242756,Interposition arthroplasty of carpometacarpal joints,Procedure,MAPS_TO,,<auto>,1679066427980,
RAD_T_CFEMR_MG,CT Femur Re,6,,Mammography,not in wise,2018-04-12,0.70,UNCHECKED,UNREVIEWED,,0,45765532,Computed tomography of femur,Procedure,MAPS_TO,,<auto>,1679066428204,
RAD_ECHO PAN_MG,ECHO PANCREAS/MILT,24,,Mammography,not in wise,2010-09-24,0.41,UNCHECKED,UNREVIEWED,,0,3014375,US Pancreas,Procedure,MAPS_TO,,<auto>,1679066428336,
RAD_T_EUROD_MG,Echo Uro Compl,10,,Mammography,not in wise,2015-05-12,0.36,UNCHECKED,UNREVIEWED,,0,3654808,Zero echo time imaging,Procedure,MAPS_TO,,<auto>,1679066428627,
RAD_0000008807_MR,MR Guided Biopsie van de Borst,31,,Magnetic Resonance,MR Guided Biopsie van de Borst - MR: 32,2023-02-27,0.50,UNCHECKED,UNREVIEWED,,0,21493184,MR Guidance for radiation treatment of Unspecified body region,Procedure,MAPS_TO,,<auto>,1679066428673,
RAD_T_CBELLL_MG,CBCT Elleboog Links,8,,Mammography,not in wise,2016-04-18,0.48,UNCHECKED,UNREVIEWED,,0,1989694,Cone beam CT Teeth,Procedure,MAPS_TO,,<auto>,1679066429186,
RAD_T_MRFEMR_MG,MRI Femur Re,24,,Mammography,not in wise,2018-03-07,0.73,UNCHECKED,UNREVIEWED,,0,4141812,MRI of femur,Procedure,MAPS_TO,,<auto>,1679066429334,
RAD_ZH00000552_NM,Botscan SPECT zonder WB,1,,Nuclear Medicine,Botscan SPECT zonder WB - NM: 1,2022-02-21,0.24,UNCHECKED,UNREVIEWED,,0,3039825,SPECT Whole body Bone marrow,Procedure,MAPS_TO,,<auto>,1679066429416,
RAD_T_EABD_MG,ECHO ABDOMEN,6,,Mammography,not in wise,1753-01-01,0.67,UNCHECKED,UNREVIEWED,,0,3014650,US Abdomen,Procedure,MAPS_TO,,<auto>,1679066429773,
RAD_SB2I8_MG,2 x superbiopsie + 8 immuno's,14,,Mammography,not in wise,2010-12-31,0.23,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066429852,
RAD_0000008760_US,TEE scopiekamer Rumbeke,255,,Ultra Sound,TEE scopiekamer Rumbeke - US: 162,2023-03-16,0.16,UNCHECKED,UNREVIEWED,,0,40482792,Quantitative PCR analysis,Procedure,MAPS_TO,,<auto>,1679066430850,
RAD_B1151_MG,EJEKTIE FRACTIE,24,,Mammography,EJEKTIE FRACTIE - NM: 24,2015-07-06,0.33,UNCHECKED,UNREVIEWED,,0,3040132,SPECT Heart gated and ejection fraction,Procedure,MAPS_TO,,<auto>,1679066431006,
RAD_TMRAB_MG,MRT hals/thorax/abdomen/bekken,31,,Mammography,MRT hals/thorax/abdomen/bekken - MR: 31,2016-05-23,0.23,UNCHECKED,UNREVIEWED,,0,3013540,MR Abdomen,Procedure,MAPS_TO,,<auto>,1679066431433,
RAD_AH_MG,ABLATIE HISBUNDEL,14,,Mammography,ABLATIE HISBUNDEL - XA: 16,2017-04-11,0.33,UNCHECKED,UNREVIEWED,,0,4226342,Bundle of His pacing,Procedure,MAPS_TO,,<auto>,1679066431502,
RAD_ZH00005404_CT,CT TPS Pelvis,253,,Computed Tomography,CT TPS Pelvis - CT: 252,2020-05-05,0.58,UNCHECKED,UNREVIEWED,,0,3000777,US Pelvis,Procedure,MAPS_TO,,<auto>,1679066431988,
RAD_0000008755_US,Echo Barbotage Schouder Links,10,,Ultra Sound,Echo Barbotage Schouder Links - US: 10,2023-02-14,0.35,UNCHECKED,UNREVIEWED,,0,4196903,Barbotage of tendon using ultrasound guidance,Procedure,MAPS_TO,,<auto>,1679066432035,
RAD_0000005160_NM,Total body scan I123 SPECT/CT (low dose CT) inj,8,,Nuclear Medicine,Total body scan I123 SPECT/CT (low dose CT) inj - OT: 14; Total body scan I123 SPECT/CT (low dose CT) inj - NM: 8,2023-02-22,0.41,UNCHECKED,UNREVIEWED,,0,4346616,Whole body radioiodine I123 study,Procedure,MAPS_TO,,<auto>,1679066432333,
RAD_PTA2_MG,PTA 2 STENOSEN,23,,Mammography,not in wise,2003-08-06,0.25,UNCHECKED,UNREVIEWED,,0,4160988,Fluoroscopy guided percutaneous transluminal angioplasty of superior mesenteric artery with contrast,Procedure,MAPS_TO,,<auto>,1679066432433,
RAD_ZH00000111_CR,CR Opstijgende Pyelografie Links,1,,Computed Radiography,CR Opstijgende Pyelografie Links - CR: 1,2018-05-07,0.35,UNCHECKED,UNREVIEWED,,0,4226692,Retrograde pyelogram,Procedure,MAPS_TO,,<auto>,1679066432558,
RAD_LSP_MG,Longperfusie SPECT,31,,Mammography,Longperfusie SPECT - NM: 33,2017-01-16,0.52,UNCHECKED,UNREVIEWED,,0,4338837,Perfusion,Procedure,MAPS_TO,,<auto>,1679066432912,
RAD_0000005139_OT,Galzuurresorptietest (SehCat) inname,6,,Other,Galzuurresorptietest (SehCat) inname - NM: 8; Galzuurresorptietest (SehCat) inname - OT: 4,2020-02-14,0.31,UNCHECKED,UNREVIEWED,,0,35623039,Radionuclide imaging of gastrointestinal tract using tauroselcholic acid (75-Se),Procedure,MAPS_TO,,<auto>,1679066432954,
RAD_1673_MG,CT CORONARO,253,,Mammography,CT CORONARO - CT: 204; CT CORONARO - SC: 45,2015-10-14,0.79,UNCHECKED,UNREVIEWED,,0,4219892,CT coronal,Procedure,MAPS_TO,,<auto>,1679066433257,
RAD_T_DSCH_MG,Duplex Schedel,14,,Mammography,not in wise,2015-11-05,0.49,UNCHECKED,UNREVIEWED,,0,4195817,Duplex scan veins of upper limb,Procedure,MAPS_TO,,<auto>,1679066433648,
RAD_FFR_MG,CORONAIRE FFR,10,,Mammography,CORONAIRE FFR - XA: 11,2016-08-10,0.38,UNCHECKED,UNREVIEWED,,0,4232290,Saffron stain method,Procedure,MAPS_TO,,<auto>,1679066433686,
RAD_T_CBARTH_MG,CBCT Arthrografie,6,,Mammography,not in wise,2016-04-08,0.59,UNCHECKED,UNREVIEWED,,0,1989694,Cone beam CT Teeth,Procedure,MAPS_TO,,<auto>,1679066434257,
RAD_ZH00000449_MR,MR Pols Scaphoid AVN Links,23,,Magnetic Resonance,MR Pols Scaphoid AVN Links - MR: 22,2022-12-30,0.37,UNCHECKED,UNREVIEWED,,0,37016644,CT of scaphoid,Procedure,MAPS_TO,,<auto>,1679066434577,
RAD_ZH00005122_OT,CR Heup + Cross table rechts,1,,Other,CR Heup + Cross table rechts - CR: 549; CR Heup Cross table rechts - CR: 12; CR Heup + Cross table rechts - CR: 7; CR Heup + Cross table rechts - OT: 1,2019-06-19,0.32,UNCHECKED,UNREVIEWED,,0,3046724,XR Chest AP and Abdomen Upright,Procedure,MAPS_TO,,<auto>,1679066434952,
RAD_SMD3I3_MG,SMD3I3,14,,Mammography,not in wise,2011-09-22,0.18,UNCHECKED,UNREVIEWED,,0,4050746,Diathermy of nasal turbinates,Procedure,MAPS_TO,,<auto>,1679066435156,
RAD_9051_MG,PUNCTIE SCHILDKLIER CY,10,,Mammography,not in wise,2015-09-17,0.29,UNCHECKED,UNREVIEWED,,0,4079988,Finger stick,Procedure,MAPS_TO,,<auto>,1679066435632,
RAD_503_MG,3 x immuno,23,,Mammography,not in wise,1998-06-03,0.46,UNCHECKED,UNREVIEWED,,0,4295112,Immunological therapy,Procedure,MAPS_TO,,<auto>,1679066435746,
RAD_0000008875_MR,MR Schouder INDIRECTE arthro Links (I.V.),8,,Magnetic Resonance,MR Schouder INDIRECTE arthro Links (I.V.) - MR: 7,2022-09-14,0.27,UNCHECKED,UNREVIEWED,,0,3052123,MR Shoulder Arthrogram,Procedure,MAPS_TO,,<auto>,1679066435986,
RAD_T_CONBR+_MG,CT Onderbeen Re +,6,,Mammography,not in wise,2017-05-16,0.18,UNCHECKED,UNREVIEWED,,0,3034002,CT Orbit,Procedure,MAPS_TO,,<auto>,1679066436350,
RAD_0000008759_US,Studie: niet ten laste van patiënt,31,,Ultra Sound,Studie: niet ten laste van patiënt - US: 39,2023-02-22,0.21,UNCHECKED,UNREVIEWED,,0,4340171,CT limited studies,Procedure,MAPS_TO,,<auto>,1679066436444,
RAD_CAIM3_MG,Cytologie andere + 3x immuno,252,,Mammography,not in wise,2011-11-22,0.35,UNCHECKED,UNREVIEWED,,0,4295112,Immunological therapy,Procedure,MAPS_TO,,<auto>,1679066436452,
RAD_ZH00000192_CT,CT Coronaro,14,,Computed Tomography,CT Coronaro - CT: 14,2018-04-27,0.79,UNCHECKED,UNREVIEWED,,0,4219892,CT coronal,Procedure,MAPS_TO,,<auto>,1679066436460,
RAD_T_FL2_MG,RX Full Leg,23,,Mammography,not in wise,2018-04-10,0.38,UNCHECKED,UNREVIEWED,,0,4122472,Fit complete upper and lower dentures,Procedure,MAPS_TO,,<auto>,1679066437077,
RAD_WMRAF_MG,MRW hoofd,14,,Mammography,MRW hoofd - MR: 17,2017-05-18,0.14,UNCHECKED,UNREVIEWED,,0,4139194,Insertion of iris retractors,Procedure,MAPS_TO,,<auto>,1679066437171,
RAD_1599_MG,PUNCTIE HAEMATOOM,252,,Mammography,PUNCTIE HAEMATOOM - RF: 1,2015-10-14,0.50,UNCHECKED,UNREVIEWED,,0,4182603,Puncture aspiration of hematoma of skin,Procedure,MAPS_TO,,<auto>,1679066437838,
RAD_T_MRAATO_MG,MRI Angio Thorax,10,,Mammography,not in wise,2018-04-17,0.62,UNCHECKED,UNREVIEWED,,0,4246485,MRI of chest,Procedure,MAPS_TO,,<auto>,1679066437932,
RAD_ZH00005507_XA,Pericardpunctie,31,,X-Ray Angiography,not in wise,2023-02-23,0.47,UNCHECKED,UNREVIEWED,,0,4039415,Puncture of pericardium,Procedure,MAPS_TO,,<auto>,1679066438001,
RAD_T_FLID_MG,Flebografie Lidmaat,8,,Mammography,not in wise,2011-08-30,0.44,UNCHECKED,UNREVIEWED,,0,4044347,Ultrasound phlebography,Procedure,MAPS_TO,,<auto>,1679066438507,
RAD_0000008733_US,MA Operatiestuk (zonder voorafgaande mammo),1,,Ultra Sound,MA Operatiestuk (zonder voorafgaande mammo) - MG: 34; MA Operatiestuk (zonder voorafgaande mammo) - US: 1,2020-11-16,0.21,UNCHECKED,UNREVIEWED,,0,4194253,Operation on breast,Procedure,MAPS_TO,,<auto>,1679066438691,
RAD_CAR3-OLD_MG,UNIL-FP-IE,14,,Mammography,not in wise,2000-12-22,0.11,UNCHECKED,UNREVIEWED,,0,3043343,US Carotid arteries - unilateral,Procedure,MAPS_TO,,<auto>,1679066438770,
RAD_T_CBPOLL_MG,CBCT Pols Links,31,,Mammography,not in wise,2016-05-31,0.57,UNCHECKED,UNREVIEWED,,0,1989694,Cone beam CT Teeth,Procedure,MAPS_TO,,<auto>,1679066439157,
RAD_BYMI_MG,Bijschildklierscan,251,,Mammography,Bijschildklierscan - NM: 156,2017-06-30,0.23,UNCHECKED,UNREVIEWED,,0,4123912,Thiersch procedure,Procedure,MAPS_TO,,<auto>,1679066439821,
RAD_ZH00005583_XA,coronarografie + PFO sluiting + TEE + narcose,6,,X-Ray Angiography,not in wise,2022-10-06,0.19,UNCHECKED,UNREVIEWED,,0,42537533,Allograft bypass of three coronary arteries,Procedure,MAPS_TO,,<auto>,1679066439880,
RAD_T_FLM_MG,RX Full Leg,8,,Mammography,not in wise,2018-04-12,0.38,UNCHECKED,UNREVIEWED,,0,4122472,Fit complete upper and lower dentures,Procedure,MAPS_TO,,<auto>,1679066440051,
RAD_KMGI4_MG,Kleine Macroscopie + gewone biopsie + 4 immuno's,23,,Mammography,not in wise,2010-01-18,0.23,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066440130,
RAD_GB2I6_MG,Gewone biopsie 2x + 6 immuno's,1,,Mammography,not in wise,2008-04-18,0.23,UNCHECKED,UNREVIEWED,,0,4005173,Cone biopsy,Procedure,MAPS_TO,,<auto>,1679066440887,
RAD_4_MG,biopsie 4x,6,,Mammography,not in wise,1999-06-02,0.37,UNCHECKED,UNREVIEWED,,0,4311405,Biopsy,Procedure,MAPS_TO,,<auto>,1679066440923,
RAD_SBD3I1_MG,SBD3I1,23,,Mammography,not in wise,2011-11-03,0.10,UNCHECKED,UNREVIEWED,,0,3014650,US Abdomen,Procedure,MAPS_TO,,<auto>,1679066440989,
RAD_0000008548_CT,CT Heup Materialise Rechts,14,,Computed Tomography,CT Heup Materialise Rechts - CT: 13,2023-03-15,0.24,UNCHECKED,UNREVIEWED,,0,2782036,Change Packing Material on Right Hand,Procedure,MAPS_TO,,<auto>,1679066441411,
RAD_0000008594_US,Echo Combinatie,8,,Ultra Sound,not in wise,2021-07-26,0.49,UNCHECKED,UNREVIEWED,,0,4039581,Combination therapy,Procedure,MAPS_TO,,<auto>,1679066441720,
RAD_103_MG,heelkundige behandeling van pseudarthrose van clav,10,,Mammography,not in wise,1999-01-27,0.29,UNCHECKED,UNREVIEWED,,0,4126795,Understanding behavior,Procedure,MAPS_TO,,<auto>,1679066441788,
RAD_ZH00000060_CR,CR Sinussen,23,,Computed Radiography,CR Sinussen - CR: 7,2023-02-10,0.41,UNCHECKED,UNREVIEWED,,0,3011383,CT Sinuses,Procedure,MAPS_TO,,<auto>,1679066442184,
RAD_0000005161_NM,Total body scan I123 SPECT/CT (low dose CT) scan,31,,Nuclear Medicine,Total body scan I123 SPECT/CT (low dose CT) scan - NM: 31,2023-02-22,0.41,UNCHECKED,UNREVIEWED,,0,4346616,Whole body radioiodine I123 study,Procedure,MAPS_TO,,<auto>,1679066442258,
RAD_SMD2I3_MG,SMD2I3,1,,Mammography,not in wise,2009-09-21,0.18,UNCHECKED,UNREVIEWED,,0,4050746,Diathermy of nasal turbinates,Procedure,MAPS_TO,,<auto>,1679066442258,
RAD_RENA_MG,NIERANGIO,14,,Mammography,NIERANGIO - XA: 14,2017-01-16,0.46,UNCHECKED,UNREVIEWED,,0,4299523,Angiography,Procedure,MAPS_TO,,<auto>,1679066443670,
RAD_ZH00005248_US,diagnostische ascitespunctie,6,,Ultra Sound,diagnostische ascitespunctie - US: 9; diagnostische ascitespunctie - US: 1,2022-08-04,0.53,UNCHECKED,UNREVIEWED,,0,4116896,Diagnostic puncture and aspiration,Procedure,MAPS_TO,,<auto>,1679066443702,
RAD_ZH00000035_OT,CR Knie Trauma (F-P-3/4) Links,31,,Other,CR Knie 4 Opnames Links - CR: 4521; CR Knie Trauma (F-P-3/4) Links - CR: 2997; CR Knie 4 Opnames Links - OT: 21; CR Knie Trauma (F-P-3/4) Links - OT: 1;  - CR: 1,2021-12-06,0.18,UNCHECKED,UNREVIEWED,,0,4227391,Trauma therapy,Procedure,MAPS_TO,,<auto>,1679066444044,
RAD_LVLSP_MG,Longventilatie gecombineerd met een longperfusie S,249,,Mammography,Longventilatie gecombineerd met een longperfusie SPECT - NM: 262; Longventilatie gecombineerd met een longperfusie SPECT - CT: 1,2017-09-25,0.30,UNCHECKED,UNREVIEWED,,0,3040857,SPECT Lung ventilation and perfusion,Procedure,MAPS_TO,,<auto>,1679066444075,
RAD_GALB-OLD_MG,PERORALE GALBLAAS,23,,Mammography,not in wise,1996-01-03,0.34,UNCHECKED,UNREVIEWED,,0,3024034,US Gallbladder,Procedure,MAPS_TO,,<auto>,1679066444358,
RAD_ZH00000670_NM,SPECT-CT Elleboog Rechts,10,,Nuclear Medicine,SPECT-CT Elleboog Rechts - NM: 7,2022-10-26,0.20,UNCHECKED,UNREVIEWED,,0,3040854,SPECT Bone,Procedure,MAPS_TO,,<auto>,1679066444768,
RAD_T_CENKR+_MG,CT Enkel Re +,1,,Mammography,not in wise,2017-08-17,0.25,UNCHECKED,UNREVIEWED,,0,44808383,CT of entire skeleton,Procedure,MAPS_TO,,<auto>,1679066444931,
RAD_ZH00005460_US,Duplex abdominale vaten (adhoc) D,8,,Ultra Sound,Duplex abdominale vaten (adhoc) D - US: 10,2020-06-03,0.30,UNCHECKED,UNREVIEWED,,0,3040087,US Abdominal wall,Procedure,MAPS_TO,,<auto>,1679066445570,
RAD_1730_MG,CAROTIS + PERIFEER,6,,Mammography,CAROTIS + PERIFEER - US: 5,2015-08-27,0.31,UNCHECKED,UNREVIEWED,,0,3032134,XR Ribs Views and Chest PA,Procedure,MAPS_TO,,<auto>,1679066446209,
RAD_ZH00000371_MR,MR fMRI Tinnitus,10,,Magnetic Resonance,MR fMRI Tinnitus - MR: 7,2021-10-13,0.51,UNCHECKED,UNREVIEWED,,0,40761842,Functional MR Brain,Procedure,MAPS_TO,,<auto>,1679066446294,
RAD_T_HSG_MG,Hysterosalpinografie,247,,Mammography,not in wise,2018-04-10,0.65,UNCHECKED,UNREVIEWED,,0,4059199,Hysterosalpingography,Procedure,MAPS_TO,,<auto>,1679066446480,
RAD_T_EZW_MG,Echo Zwangerschap,1,,Mammography,not in wise,2009-10-25,0.23,UNCHECKED,UNREVIEWED,,0,4232784,Rorschach test,Procedure,MAPS_TO,,<auto>,1679066446605,
RAD_ZH00005530_XA,ABLATIE VES CARTO,31,,X-Ray Angiography,ABLATIE VES CARTO - XA: 4,2023-03-01,0.24,UNCHECKED,UNREVIEWED,,0,3051965,US.doppler Upper extremity vessels limited,Procedure,MAPS_TO,,<auto>,1679066446752,
RAD_ZH00000526_XA,Embolisatie Bloeding Thorax,23,,X-Ray Angiography,Embolisatie Bloeding Thorax - XA: 23,2023-01-24,0.63,UNCHECKED,UNREVIEWED,,0,4046732,Embolization procedure,Procedure,MAPS_TO,,<auto>,1679066446770,
RAD_ZH00000056_OT,CR Schedel,10,,Other,CR Schedel - CR: 2182; CR Schedel - OT: 6;  - CR: 2; CR Schedel - CR: 1,2020-02-06,0.37,UNCHECKED,UNREVIEWED,,0,4043206,Activity scheduling,Procedure,MAPS_TO,,<auto>,1679066447221,
RAD_0000005150_NM,Myocardscintigrafie (Tc99m) Stress Farmaco inj,14,,Nuclear Medicine,Myocardscintigrafie (Tc99m) Stress Farmaco inj - OT: 738; Myocardscintigrafie (Tc99m) Stress Farmaco inj - NM: 14; Myocardscintigrafie (Tc99m) Stress Farmaco inj - MG: 7; Myocardscintigrafie (Tc99m) Stress Farmaco inj - CT: 6; Myocardscintigrafie (Tc99m) Stress Farmaco inj - DX: 1,2023-02-13,0.41,UNCHECKED,UNREVIEWED,,0,36685418,SPECT CT using Tc99m (technetium 99m) tetrofosmin of myocardial perfusion,Procedure,MAPS_TO,,<auto>,1679066447907,
RAD_CHOL: VI_MG,CHOLAN,31,,Mammography,not in wise,2010-11-03,0.52,UNCHECKED,UNREVIEWED,,0,4151838,Cholangiogram,Procedure,MAPS_TO,,<auto>,1679066447929,
RAD_VENP-OLD_MG,PUNCTIE VENE,1,,Mammography,not in wise,1997-03-03,0.56,UNCHECKED,UNREVIEWED,,0,4332170,Venipuncture,Procedure,MAPS_TO,,<auto>,1679066448029,
RAD_MD TRANS_MG,SMD TR,23,,Mammography,not in wise,2010-08-24,0.48,UNCHECKED,UNREVIEWED,,0,4050746,Diathermy of nasal turbinates,Procedure,MAPS_TO,,<auto>,1679066448262,
RAD_PELV_MG,RX pelvimetrie,246,,Mammography,RX Pelvimetrie - CT: 1,2005-04-06,0.66,UNCHECKED,UNREVIEWED,,0,4086267,CT pelvimetry,Procedure,MAPS_TO,,<auto>,1679066448262,
RAD_ZH00000040_OT,CR Heup Links,14,,Other,CR Heup Links - CR: 21565; CR Heup Links - OT: 11;  - CR: 1,2022-04-04,0.21,UNCHECKED,UNREVIEWED,,0,3052484,XR Hip Lateral,Procedure,MAPS_TO,,<auto>,1679066449046,
RAD_CYSTOGRA_MG,CYSTO,246,,Mammography,not in wise,2011-03-08,0.69,UNCHECKED,UNREVIEWED,,0,4221381,Incision of bladder,Procedure,MAPS_TO,,<auto>,1679066449093,
RAD_0000005146_NM,Myocardscintigrafie (Tc99m) rust inj,8,,Nuclear Medicine,Myocardscintigrafie (Tc99m) rust inj - OT: 1039; Myocardscintigrafie (Tc99m) rust inj - NM: 9; Myocardscintigrafie (Tc99m) rust inj - CT: 7; Myocardscintigrafie (Tc99m) rust inj - MG: 6; Myocardscintigrafie (Tc99m) rust inj - DX: 1,2021-09-23,0.43,UNCHECKED,UNREVIEWED,,0,36685418,SPECT CT using Tc99m (technetium 99m) tetrofosmin of myocardial perfusion,Procedure,MAPS_TO,,<auto>,1679066449154,
RAD_1306_MG,MAAG-DUODENUM,1,,Mammography,not in wise,2014-01-07,0.46,UNCHECKED,UNREVIEWED,,0,4220964,Operation on duodenum,Procedure,MAPS_TO,,<auto>,1679066449295,
RAD_ZH00000533_XA,PTC + Externe drainage,31,,X-Ray Angiography,PTC + Externe drainage - XA: 30; PTC + Externe drainage - US: 2,2021-12-16,0.32,UNCHECKED,UNREVIEWED,,0,4080154,Peritoneal cyst external drainage,Procedure,MAPS_TO,,<auto>,1679066450139,
